Country / territory of asylum/residence,Origin,Value
Switzerland,Bosnia and Herzegovina,23
Switzerland,Bosnia and Herzegovina,2026
Switzerland,Belarus,21
Switzerland,Belarus,43
Switzerland,Bolivia (Plurinational State of),0
Switzerland,Brazil,0
Switzerland,Brazil,14
Switzerland,Brunei Darussalam,0
Switzerland,Bhutan,0
Switzerland,Bhutan,0
Switzerland,Central African Rep.,6
Switzerland,Central African Rep.,13
Switzerland,Canada,0
Switzerland,Chile,12
Switzerland,China,413
Switzerland,China,2973
Switzerland,Côte d'Ivoire,69
Switzerland,Côte d'Ivoire,169
Switzerland,Cameroon,69
Switzerland,Cameroon,188
Switzerland,Dem. Rep. of the Congo,143
Switzerland,Dem. Rep. of the Congo,1288
Switzerland,Congo,5
Switzerland,Congo,67
Switzerland,Colombia,39
Switzerland,Colombia,254
Switzerland,Cabo Verde,0
Switzerland,Cuba,0
Switzerland,Cuba,40
Switzerland,Czech Rep.,7
Switzerland,Germany,0
Switzerland,Djibouti,7
Switzerland,Djibouti,14
Switzerland,Dominican Rep.,0
Switzerland,Dominican Rep.,0
Switzerland,Algeria,148
Switzerland,Algeria,160
Switzerland,Ecuador,7
Switzerland,Egypt,34
Switzerland,Egypt,106
Switzerland,Eritrea,4526
Switzerland,Eritrea,30935
Switzerland,Western Sahara,0
Switzerland,Western Sahara,7
Switzerland,Spain,0
Switzerland,Ethiopia,671
Switzerland,Ethiopia,1418
Switzerland,Finland,0
Switzerland,France,0
Switzerland,Gabon,0
Switzerland,Gabon,0
Switzerland,Georgia,254
Switzerland,Georgia,142
Switzerland,Ghana,20
Switzerland,Ghana,17
Switzerland,Guinea,150
Switzerland,Guinea,154
Switzerland,Gambia,50
Switzerland,Gambia,46
Switzerland,Guinea-Bissau,16
Switzerland,Guinea-Bissau,60
Switzerland,Equatorial Guinea,0
Switzerland,Greece,0
Switzerland,Guatemala,0
Switzerland,Guatemala,6
Switzerland,Honduras,0
Switzerland,Honduras,0
Switzerland,Croatia,0
Switzerland,Croatia,33
Switzerland,Haiti,0
Switzerland,Haiti,0
Switzerland,Hungary,7
Switzerland,Indonesia,0
Switzerland,India,7
Switzerland,India,39
Switzerland,Iran (Islamic Rep. of),905
Switzerland,Iran (Islamic Rep. of),1637
Switzerland,Iraq,1394
Switzerland,Iraq,4015
Switzerland,Israel,0
Switzerland,Israel,0
Switzerland,Italy,5
Switzerland,Jordan,10
Switzerland,Jordan,57
Switzerland,Kazakhstan,9
Switzerland,Kazakhstan,12
Switzerland,Kenya,0
Switzerland,Kenya,43
Switzerland,Kyrgyzstan,7
Switzerland,Kyrgyzstan,18
Switzerland,Cambodia,0
Switzerland,Cambodia,322
Switzerland,Rep. of Korea,0
Switzerland,Kuwait,8
Switzerland,Kuwait,0
Switzerland,Lao People's Dem. Rep.,127
Switzerland,Lebanon,24
Switzerland,Lebanon,41
Switzerland,Liberia,9
Switzerland,Liberia,44
Switzerland,Libya,71
Switzerland,Libya,297
Switzerland,Sri Lanka,1833
Switzerland,Sri Lanka,5581
Switzerland,Lithuania,0
Switzerland,Latvia,0
Switzerland,Morocco,101
Switzerland,Morocco,62
Switzerland,Rep. of Moldova,10
Switzerland,Rep. of Moldova,7
Switzerland,Madagascar,5
Switzerland,Mexico,0
Switzerland,The former Yugoslav Republic of Macedonia,39
Switzerland,The former Yugoslav Republic of Macedonia,188
Switzerland,Mali,25
Switzerland,Mali,29
Switzerland,Myanmar,40
Switzerland,Montenegro,7
Switzerland,Montenegro,45
Switzerland,Mongolia,54
Switzerland,Mongolia,118
Switzerland,Mauritania,7
Switzerland,Mauritania,6
Switzerland,Mauritius,0
Switzerland,Malaysia,0
Switzerland,Malaysia,0
Switzerland,Niger,5
Switzerland,Niger,11
Switzerland,Nigeria,139
Switzerland,Nigeria,185
Switzerland,Nicaragua,0
Switzerland,Nicaragua,0
Switzerland,Nepal,11
Switzerland,Nepal,19
Switzerland,Pakistan,241
Switzerland,Pakistan,150
Switzerland,Panama,0
Switzerland,Peru,8
Switzerland,Philippines,6
Switzerland,Philippines,6
Switzerland,Poland,0
Switzerland,Dem. People's Rep. of Korea,0
Switzerland,Dem. People's Rep. of Korea,0
Switzerland,Portugal,0
Switzerland,Paraguay,0
Switzerland,Romania,0
Switzerland,Romania,20
Switzerland,Russian Federation,127
Switzerland,Russian Federation,734
Switzerland,Rwanda,0
Switzerland,Rwanda,140
Switzerland,Saudi Arabia,13
Switzerland,Saudi Arabia,0
Switzerland,Sudan,123
Switzerland,Sudan,277
Switzerland,Senegal,31
Switzerland,Senegal,42
Switzerland,Sierra Leone,13
Switzerland,Sierra Leone,34
Switzerland,El Salvador,10
Switzerland,El Salvador,5
Switzerland,Somalia,874
Switzerland,Somalia,4574
Switzerland,Serbia and Kosovo (S/RES/1244 (1999)),159
Switzerland,Serbia and Kosovo (S/RES/1244 (1999)),2777
Switzerland,South Sudan,0
Switzerland,South Sudan,7
Switzerland,Slovakia,0
Switzerland,Slovenia,0
Switzerland,Syrian Arab Rep.,3192
Switzerland,Syrian Arab Rep.,13639
Switzerland,Chad,11
Switzerland,Chad,49
Switzerland,Togo,22
Switzerland,Togo,669
Switzerland,Thailand,0
Switzerland,Tajikistan,8
Switzerland,Tajikistan,11
Switzerland,Turkmenistan,0
Switzerland,Turkmenistan,0
Switzerland,Tunisia,67
Switzerland,Tunisia,273
Switzerland,Turkey,932
Switzerland,Turkey,3440
Switzerland,United Rep. of Tanzania,0
Switzerland,United Rep. of Tanzania,15
Switzerland,Uganda,18
Switzerland,Uganda,40
Switzerland,Ukraine,84
Switzerland,Ukraine,42
Switzerland,Uruguay,0
Switzerland,United States of America,0
Switzerland,Uzbekistan,12
Switzerland,Uzbekistan,50
Switzerland,Venezuela (Bolivarian Republic of),19
Switzerland,Venezuela (Bolivarian Republic of),5
Switzerland,Viet Nam,996
Switzerland,Stateless,11
Switzerland,Stateless,519
Switzerland,Stateless,62
Switzerland,Various/Unknown,352
Switzerland,Various/Unknown,1527
Switzerland,Yemen,47
Switzerland,Yemen,339
Switzerland,South Africa,0
Switzerland,South Africa,14
Switzerland,Zimbabwe,0
Switzerland,Zimbabwe,15
Chile,Afghanistan,13
Chile,Afghanistan,13
Chile,Angola,8
Chile,Albania,0
Chile,Argentina,0
Chile,Argentina,0
Chile,Bangladesh,5
Chile,Belarus,0
Chile,Bolivia (Plurinational State of),22
Chile,Bolivia (Plurinational State of),0
Chile,Cameroon,0
Chile,Cameroon,0
Chile,Dem. Rep. of the Congo,6
Chile,Congo,0
Chile,Congo,8
Chile,Colombia,4765
Chile,Colombia,1117
Chile,Costa Rica,0
Chile,Cuba,1649
Chile,Cuba,18
Chile,Dominican Rep.,148
Chile,Algeria,0
Chile,Ecuador,31
Chile,Ecuador,23
Chile,Egypt,0
Chile,Egypt,0
Chile,Spain,0
Chile,Ghana,9
Chile,Guatemala,0
Chile,Honduras,5
Chile,Haiti,32
Chile,Haiti,0
Chile,Iran (Islamic Rep. of),0
Chile,Iraq,5
Chile,Iraq,0
Chile,Israel,0
Chile,Italy,0
Chile,Kenya,0
Chile,Rep. of Korea,5
Chile,Lebanon,0
Chile,Sri Lanka,5
Chile,Morocco,0
Chile,Mexico,0
Chile,Nicaragua,0
Chile,Pakistan,7
Chile,Peru,22
Chile,Peru,113
Chile,Poland,0
Chile,Paraguay,0
Chile,Palestinian,16
Chile,Palestinian,11
Chile,Russian Federation,12
Chile,Senegal,0
Chile,Senegal,0
Chile,Sierra Leone,0
Chile,El Salvador,20
Chile,El Salvador,9
Chile,Somalia,0
Chile,Syrian Arab Rep.,42
Chile,Syrian Arab Rep.,85
Chile,Togo,0
Chile,Turkey,30
Chile,Turkey,0
Chile,Ukraine,0
Chile,Ukraine,0
Chile,United States of America,0
Chile,Venezuela (Bolivarian Republic of),1586
Chile,Venezuela (Bolivarian Republic of),84479
Chile,Venezuela (Bolivarian Republic of),0
Chile,Stateless,0
Chile,Various/Unknown,2208
Chile,Various/Unknown,433
Chile,Yemen,5
China,Afghanistan,18
China,Afghanistan,8
China,Angola,0
China,Burundi,7
China,Burundi,5
China,Benin,0
China,Bangladesh,0
China,Central African Rep.,0
China,Côte d'Ivoire,12
China,Côte d'Ivoire,0
China,Cameroon,103
China,Cameroon,0
China,Dem. Rep. of the Congo,15
China,Dem. Rep. of the Congo,5
China,Colombia,0
China,Egypt,0
China,Eritrea,0
China,Eritrea,0
China,Ghana,38
China,Ghana,0
China,Guinea,11
China,Gambia,10
China,Guinea-Bissau,0
China,Indonesia,0
China,Iran (Islamic Rep. of),0
China,Iraq,19
China,Iraq,12
China,Kenya,6
China,Liberia,125
China,Libya,0
China,Sri Lanka,0
China,Mali,0
China,Mali,0
China,Mozambique,16
China,Malaysia,0
China,Niger,0
China,Nigeria,54
China,Nigeria,0
China,Pakistan,15
China,Pakistan,18
China,Philippines,0
China,Palestinian,6
China,Palestinian,9
China,Rwanda,9
China,Sierra Leone,16
China,Somalia,20
China,Somalia,91
China,South Sudan,0
China,Syrian Arab Rep.,32
China,Syrian Arab Rep.,42
China,Togo,0
China,Turkey,15
China,United Rep. of Tanzania,0
China,Uganda,38
China,Uganda,0
China,Viet Nam,321502
China,Yemen,15
China,Yemen,7
China,South Africa,0
China,Zambia,0
China,Zimbabwe,84
China,Zimbabwe,0
Côte d'Ivoire,Angola,0
Côte d'Ivoire,Burundi,0
Côte d'Ivoire,Burundi,0
Côte d'Ivoire,Burundi,34
Côte d'Ivoire,Benin,0
Côte d'Ivoire,Benin,0
Côte d'Ivoire,Burkina Faso,6
Côte d'Ivoire,Belarus,0
Côte d'Ivoire,Central African Rep.,118
Côte d'Ivoire,Central African Rep.,332
Côte d'Ivoire,Côte d'Ivoire,20
Côte d'Ivoire,Côte d'Ivoire,8304
Côte d'Ivoire,Cameroon,0
Côte d'Ivoire,Dem. Rep. of the Congo,41
Côte d'Ivoire,Dem. Rep. of the Congo,0
Côte d'Ivoire,Dem. Rep. of the Congo,112
Côte d'Ivoire,Congo,9
Côte d'Ivoire,Congo,51
Côte d'Ivoire,Algeria,0
Côte d'Ivoire,Egypt,0
Côte d'Ivoire,Eritrea,0
Côte d'Ivoire,Ethiopia,0
Côte d'Ivoire,Ghana,0
Côte d'Ivoire,Guinea,11
Côte d'Ivoire,Gambia,0
Côte d'Ivoire,Equatorial Guinea,0
Côte d'Ivoire,Cambodia,0
Côte d'Ivoire,Liberia,75
Côte d'Ivoire,Liberia,145
Côte d'Ivoire,Liberia,907
Côte d'Ivoire,Sri Lanka,0
Côte d'Ivoire,Mali,19
Côte d'Ivoire,Mali,5
Côte d'Ivoire,Mauritania,0
Côte d'Ivoire,Niger,0
Côte d'Ivoire,Nigeria,18
Côte d'Ivoire,Nigeria,0
Côte d'Ivoire,Palestinian,0
Côte d'Ivoire,Rwanda,0
Côte d'Ivoire,Rwanda,47
Côte d'Ivoire,Sudan,0
Côte d'Ivoire,Sudan,9
Côte d'Ivoire,Senegal,0
Côte d'Ivoire,Sierra Leone,0
Côte d'Ivoire,Sierra Leone,0
Côte d'Ivoire,Somalia,0
Côte d'Ivoire,South Sudan,0
Côte d'Ivoire,Syrian Arab Rep.,9
Côte d'Ivoire,Syrian Arab Rep.,12
Côte d'Ivoire,Chad,5
Côte d'Ivoire,Chad,0
Côte d'Ivoire,Togo,17
Côte d'Ivoire,Togo,15
Côte d'Ivoire,Turkey,20
Côte d'Ivoire,United Rep. of Tanzania,0
Côte d'Ivoire,Uganda,0
Côte d'Ivoire,Viet Nam,0
Côte d'Ivoire,Viet Nam,0
Côte d'Ivoire,Stateless,692000
Côte d'Ivoire,Yemen,0
Côte d'Ivoire,Yemen,0
Cameroon,Angola,0
Cameroon,Angola,0
Cameroon,Burundi,29
Cameroon,Burundi,60
Cameroon,Burkina Faso,9
Cameroon,Central African Rep.,4744
Cameroon,Central African Rep.,248843
Cameroon,Côte d'Ivoire,79
Cameroon,Côte d'Ivoire,68
Cameroon,Cameroon,221695
Cameroon,Cameroon,19
Cameroon,Cameroon,33662
Cameroon,Cameroon,0
Cameroon,Dem. Rep. of the Congo,143
Cameroon,Dem. Rep. of the Congo,0
Cameroon,Dem. Rep. of the Congo,523
Cameroon,Congo,18
Cameroon,Congo,51
Cameroon,Algeria,0
Cameroon,Eritrea,0
Cameroon,Gabon,0
Cameroon,Gabon,0
Cameroon,Ghana,0
Cameroon,Ghana,0
Cameroon,Guinea,98
Cameroon,Guinea,11
Cameroon,Gambia,0
Cameroon,Guinea-Bissau,9
Cameroon,Equatorial Guinea,0
Cameroon,Equatorial Guinea,0
Cameroon,Iran (Islamic Rep. of),0
Cameroon,Cambodia,0
Cameroon,Liberia,9
Cameroon,Morocco,7
Cameroon,Mali,53
Cameroon,Mali,0
Cameroon,Mauritania,0
Cameroon,Mauritania,0
Cameroon,Niger,0
Cameroon,Nigeria,9
Cameroon,Nigeria,14
Cameroon,Nigeria,85319
Cameroon,Pakistan,0
Cameroon,Rwanda,172
Cameroon,Rwanda,832
Cameroon,Sudan,27
Cameroon,Sudan,79
Cameroon,Senegal,13
Cameroon,Sierra Leone,0
Cameroon,South Sudan,0
Cameroon,South Sudan,12
Cameroon,Swaziland,0
Cameroon,Syrian Arab Rep.,9
Cameroon,Syrian Arab Rep.,15
Cameroon,Chad,326
Cameroon,Chad,5
Cameroon,Chad,1521
Cameroon,Togo,0
Cameroon,Togo,17
Cameroon,Turkey,15
Cameroon,United Rep. of Tanzania,0
Cameroon,Uganda,0
Dem. Rep. of the Congo,Angola,13
Dem. Rep. of the Congo,Angola,494
Dem. Rep. of the Congo,Burundi,225
Dem. Rep. of the Congo,Burundi,44450
Dem. Rep. of the Congo,Central African Rep.,180
Dem. Rep. of the Congo,Central African Rep.,181917
Dem. Rep. of the Congo,Côte d'Ivoire,7
Dem. Rep. of the Congo,Côte d'Ivoire,7
Dem. Rep. of the Congo,Cameroon,17
Dem. Rep. of the Congo,Cameroon,0
Dem. Rep. of the Congo,Dem. Rep. of the Congo,4351376
Dem. Rep. of the Congo,Dem. Rep. of the Congo,255635
Dem. Rep. of the Congo,Dem. Rep. of the Congo,28
Dem. Rep. of the Congo,Congo,29
Dem. Rep. of the Congo,Congo,661
Dem. Rep. of the Congo,Eritrea,0
Dem. Rep. of the Congo,Gabon,0
Dem. Rep. of the Congo,Jordan,0
Dem. Rep. of the Congo,Kenya,0
Dem. Rep. of the Congo,Liberia,19
Dem. Rep. of the Congo,Liberia,0
Dem. Rep. of the Congo,Mali,15
Dem. Rep. of the Congo,Nigeria,0
Dem. Rep. of the Congo,Nepal,0
Dem. Rep. of the Congo,Palestinian,0
Dem. Rep. of the Congo,Rwanda,181
Dem. Rep. of the Congo,Rwanda,220377
Dem. Rep. of the Congo,Sudan,151
Dem. Rep. of the Congo,Sierra Leone,0
Dem. Rep. of the Congo,Sierra Leone,0
Dem. Rep. of the Congo,Somalia,48
Dem. Rep. of the Congo,Somalia,14
Dem. Rep. of the Congo,South Sudan,17
Dem. Rep. of the Congo,South Sudan,88970
Dem. Rep. of the Congo,Syrian Arab Rep.,20
Dem. Rep. of the Congo,Syrian Arab Rep.,8
Dem. Rep. of the Congo,Chad,16
Dem. Rep. of the Congo,Chad,0
Dem. Rep. of the Congo,Uganda,0
Dem. Rep. of the Congo,Uganda,25
Dem. Rep. of the Congo,Zimbabwe,0
Congo,Angola,77
Congo,Angola,151
Congo,Angola,318
Congo,Burundi,14
Congo,Burundi,13
Congo,Burundi,98
Congo,Central African Rep.,4388
Congo,Central African Rep.,1432
Congo,Central African Rep.,26403
Congo,Côte d'Ivoire,30
Congo,Côte d'Ivoire,0
Congo,Cameroon,10
Congo,Cameroon,5
Congo,Cameroon,0
Congo,Dem. Rep. of the Congo,1872
Congo,Dem. Rep. of the Congo,1381
Congo,Dem. Rep. of the Congo,12316
Congo,Congo,107828
Congo,Congo,90
Congo,Congo,5
Congo,Algeria,0
Congo,Gabon,0
Congo,Guinea,8
Congo,Guinea,0
Congo,Liberia,7
Congo,Liberia,0
Congo,Mali,12
Congo,Mali,0
Congo,Mali,6
Congo,Mauritania,60
Congo,Mauritania,0
Congo,Mauritania,0
Congo,Malaysia,0
Congo,Nigeria,0
Congo,Nigeria,0
Congo,Nigeria,6
Congo,Rwanda,516
Congo,Rwanda,775
Congo,Rwanda,9275
Congo,Sudan,35
Congo,Sudan,0
Congo,Sudan,26
Congo,Sierra Leone,0
Congo,Sierra Leone,0
Congo,Somalia,0
Congo,South Sudan,13
Congo,South Sudan,0
Congo,Syrian Arab Rep.,12
Congo,Syrian Arab Rep.,0
Congo,Syrian Arab Rep.,9
Congo,Chad,28
Congo,Chad,0
Congo,Chad,37
Congo,Togo,0
Congo,Turkey,0
Congo,Uganda,0
Congo,Uganda,0
Colombia,Afghanistan,0
Colombia,Afghanistan,8
Colombia,Angola,0
Colombia,Benin,0
Colombia,Bolivia (Plurinational State of),0
Colombia,Bolivia (Plurinational State of),0
Colombia,China,0
Colombia,Cameroon,0
Colombia,Congo,0
Colombia,Colombia,7677609
Colombia,Colombia,194
Colombia,Cuba,25
Colombia,Cuba,71
Colombia,Ecuador,0
Colombia,Ecuador,9
Colombia,Egypt,0
Colombia,Eritrea,0
Colombia,Spain,0
Colombia,Ethiopia,17
Colombia,Ghana,0
Colombia,Gambia,0
Colombia,Honduras,0
Colombia,Haiti,0
Colombia,Hungary,7
Colombia,Iran (Islamic Rep. of),0
Colombia,Iran (Islamic Rep. of),0
Colombia,Iraq,0
Colombia,Iraq,9
Colombia,Liberia,0
Colombia,Libya,0
Colombia,Sri Lanka,0
Colombia,Mauritania,0
Colombia,Nicaragua,14
Colombia,Nepal,0
Colombia,Pakistan,5
Colombia,Pakistan,0
Colombia,Peru,0
Colombia,Peru,0
Colombia,Palestinian,0
Colombia,Palestinian,0
Colombia,Romania,7
Colombia,Rwanda,0
Colombia,Sudan,0
Colombia,Sierra Leone,0
Colombia,El Salvador,0
Colombia,El Salvador,11
Colombia,Somalia,11
Colombia,Serbia and Kosovo (S/RES/1244 (1999)),7
Colombia,Syrian Arab Rep.,0
Colombia,Syrian Arab Rep.,8
Colombia,Turkey,14
Colombia,Turkey,0
Colombia,Ukraine,0
Colombia,Venezuela (Bolivarian Republic of),469
Colombia,Venezuela (Bolivarian Republic of),68734
Colombia,Venezuela (Bolivarian Republic of),61
Colombia,Stateless,0
Colombia,Stateless,11
Colombia,Yemen,7
Cabo Verde,Stateless,115
Costa Rica,Afghanistan,0
Costa Rica,Angola,0
Costa Rica,Argentina,6
Costa Rica,Armenia,0
Costa Rica,Armenia,0
Costa Rica,Australia,0
Costa Rica,Burkina Faso,0
Costa Rica,Bangladesh,16
Costa Rica,Bulgaria,0
Costa Rica,Belarus,0
Costa Rica,Bolivia (Plurinational State of),0
Costa Rica,Bolivia (Plurinational State of),0
Costa Rica,Brazil,6
Costa Rica,Canada,0
Costa Rica,Chile,0
Costa Rica,Côte d'Ivoire,0
Costa Rica,Cameroon,19
Costa Rica,Dem. Rep. of the Congo,16
Costa Rica,Dem. Rep. of the Congo,0
Costa Rica,Congo,45
Costa Rica,Colombia,657
Costa Rica,Colombia,2340
Costa Rica,Cuba,213
Costa Rica,Cuba,379
Costa Rica,Germany,0
Costa Rica,Germany,0
Costa Rica,Dominican Rep.,0
Costa Rica,Dominican Rep.,0
Costa Rica,Ecuador,9
Costa Rica,Eritrea,5
Costa Rica,Eritrea,0
Costa Rica,Spain,6
Costa Rica,Ethiopia,0
Costa Rica,Ethiopia,0
Costa Rica,France,0
Costa Rica,Georgia,0
Costa Rica,Ghana,74
Costa Rica,Guinea,0
Costa Rica,Gambia,5
Costa Rica,Guatemala,19
Costa Rica,Guatemala,26
Costa Rica,Guyana,0
Costa Rica,Honduras,296
Costa Rica,Honduras,144
Costa Rica,Haiti,72
Costa Rica,Haiti,12
Costa Rica,India,0
Costa Rica,Iran (Islamic Rep. of),5
Costa Rica,Israel,5
Costa Rica,Italy,0
Costa Rica,Jamaica,0
Costa Rica,Lebanon,0
Costa Rica,Liberia,0
Costa Rica,Sri Lanka,0
Costa Rica,Mexico,10
Costa Rica,Mexico,6
Costa Rica,Niger,7
Costa Rica,Nigeria,0
Costa Rica,Nigeria,19
Costa Rica,Nicaragua,73
Costa Rica,Nicaragua,461
Costa Rica,Nepal,107
Costa Rica,Pakistan,11
Costa Rica,Panama,5
Costa Rica,Panama,0
Costa Rica,Peru,0
Costa Rica,Peru,15
Costa Rica,Papua New Guinea,0
Costa Rica,Dem. People's Rep. of Korea,0
Costa Rica,Palestinian,0
Costa Rica,Romania,0
Costa Rica,Russian Federation,5
Costa Rica,Russian Federation,19
Costa Rica,Saudi Arabia,0
Costa Rica,Sudan,0
Costa Rica,Senegal,6
Costa Rica,Sierra Leone,0
Costa Rica,El Salvador,2037
Costa Rica,El Salvador,667
Costa Rica,Somalia,7
Costa Rica,Somalia,7
Costa Rica,Suriname,0
Costa Rica,Slovenia,0
Costa Rica,Syrian Arab Rep.,9
Costa Rica,Syrian Arab Rep.,9
Costa Rica,Ukraine,17
Costa Rica,Uruguay,0
Costa Rica,United States of America,16
Costa Rica,Uzbekistan,0
Costa Rica,Venezuela (Bolivarian Republic of),3438
Costa Rica,Venezuela (Bolivarian Republic of),338
Costa Rica,Stateless,71
Costa Rica,Various/Unknown,201
Costa Rica,Yemen,0
Costa Rica,Zambia,0
Costa Rica,Zimbabwe,0
Cuba,Afghanistan,0
Cuba,Afghanistan,45
Cuba,Cuba,8
Cuba,Eritrea,0
Cuba,Eritrea,20
Cuba,Western Sahara,176
Cuba,Ethiopia,0
Cuba,Ethiopia,5
Cuba,Haiti,0
Cuba,Iran (Islamic Rep. of),9
Cuba,Iran (Islamic Rep. of),0
Cuba,Iran (Islamic Rep. of),26
Cuba,Iraq,0
Cuba,Palestinian,6
Cuba,Syrian Arab Rep.,43
Cuba,Yemen,17
Curaçao,Colombia,68
Curaçao,Colombia,45
Curaçao,Cuba,6
Curaçao,Cuba,6
Curaçao,Curaçao,0
Curaçao,Dominican Rep.,0
Curaçao,Lebanon,0
Curaçao,Syrian Arab Rep.,0
Curaçao,Syrian Arab Rep.,0
Curaçao,Venezuela (Bolivarian Republic of),655
Curaçao,Venezuela (Bolivarian Republic of),23
Cayman Islands,Afghanistan,0
Cayman Islands,Cuba,26
Cayman Islands,Cuba,24
Cayman Islands,Mexico,0
Cayman Islands,Syrian Arab Rep.,0
Cyprus,Afghanistan,6
Cyprus,Afghanistan,12
Cyprus,Albania,0
Cyprus,Armenia,19
Cyprus,Armenia,26
Cyprus,Azerbaijan,0
Cyprus,Burundi,0
Cyprus,Burundi,0
Cyprus,Burkina Faso,0
Cyprus,Burkina Faso,0
Cyprus,Bangladesh,274
Cyprus,Bangladesh,0
Cyprus,Bulgaria,0
Cyprus,Bosnia and Herzegovina,15
Cyprus,Belarus,0
Cyprus,Central African Rep.,0
Cyprus,Central African Rep.,0
Cyprus,China,5
Cyprus,China,0
Cyprus,Côte d'Ivoire,18
Cyprus,Côte d'Ivoire,0
Cyprus,Cameroon,187
Cyprus,Cameroon,32
Cyprus,Dem. Rep. of the Congo,37
Cyprus,Dem. Rep. of the Congo,17
Cyprus,Congo,32
Cyprus,Congo,0
Cyprus,Comoros,0
Cyprus,Comoros,0
Cyprus,Cuba,0
Cyprus,Cuba,0
Cyprus,Dominican Rep.,0
Cyprus,Algeria,0
Cyprus,Algeria,8
Cyprus,Egypt,439
Cyprus,Egypt,98
Cyprus,Eritrea,0
Cyprus,Eritrea,53
Cyprus,Ethiopia,20
Cyprus,Ethiopia,5
Cyprus,Georgia,101
Cyprus,Georgia,85
Cyprus,Ghana,5
Cyprus,Ghana,0
Cyprus,Guinea,11
Cyprus,Guinea,0
Cyprus,Gambia,39
Cyprus,Gambia,0
Cyprus,Croatia,0
Cyprus,Indonesia,0
Cyprus,India,408
Cyprus,India,7
Cyprus,Iran (Islamic Rep. of),133
Cyprus,Iran (Islamic Rep. of),523
Cyprus,Iraq,216
Cyprus,Iraq,854
Cyprus,Israel,0
Cyprus,Jordan,46
Cyprus,Jordan,37
Cyprus,Kazakhstan,0
Cyprus,Kyrgyzstan,0
Cyprus,Lebanon,33
Cyprus,Lebanon,48
Cyprus,Liberia,0
Cyprus,Libya,0
Cyprus,Libya,0
Cyprus,Sri Lanka,172
Cyprus,Sri Lanka,25
Cyprus,Morocco,5
Cyprus,Morocco,0
Cyprus,Rep. of Moldova,0
Cyprus,Rep. of Moldova,18
Cyprus,The former Yugoslav Republic of Macedonia,0
Cyprus,Mali,0
Cyprus,Mali,0
Cyprus,Nigeria,82
Cyprus,Nigeria,9
Cyprus,Nepal,102
Cyprus,Nepal,0
Cyprus,Pakistan,209
Cyprus,Pakistan,17
Cyprus,Philippines,105
Cyprus,Philippines,12
Cyprus,Palestinian,214
Cyprus,Palestinian,1964
Cyprus,Russian Federation,30
Cyprus,Russian Federation,76
Cyprus,Rwanda,0
Cyprus,Rwanda,0
Cyprus,Sudan,0
Cyprus,Sudan,10
Cyprus,Senegal,0
Cyprus,Senegal,0
Cyprus,Sierra Leone,0
Cyprus,Sierra Leone,24
Cyprus,Somalia,113
Cyprus,Somalia,148
Cyprus,Serbia and Kosovo (S/RES/1244 (1999)),6
Cyprus,Serbia and Kosovo (S/RES/1244 (1999)),59
Cyprus,Syrian Arab Rep.,1585
Cyprus,Syrian Arab Rep.,6000
Cyprus,Syrian Arab Rep.,5274
Cyprus,Togo,0
Cyprus,Togo,0
Cyprus,Tajikistan,0
Cyprus,Tunisia,0
Cyprus,Turkey,79
Cyprus,Turkey,193
Cyprus,Ukraine,111
Cyprus,Ukraine,30
Cyprus,Uzbekistan,0
Cyprus,Uzbekistan,0
Cyprus,Venezuela (Bolivarian Republic of),0
Cyprus,Viet Nam,334
Cyprus,Viet Nam,0
Cyprus,Stateless,56
Cyprus,Various/Unknown,9
Cyprus,Yemen,13
Cyprus,Yemen,10
Cyprus,South Africa,0
Cyprus,Zimbabwe,5
Cyprus,Zimbabwe,0
Czech Rep.,Afghanistan,5
Czech Rep.,Afghanistan,234
Czech Rep.,Angola,19
Czech Rep.,Albania,6
Czech Rep.,Armenia,81
Czech Rep.,Armenia,69
Czech Rep.,Azerbaijan,73
Czech Rep.,Azerbaijan,31
Czech Rep.,Burundi,0
Czech Rep.,Burkina Faso,0
Czech Rep.,Bangladesh,0
Czech Rep.,Bulgaria,16
Czech Rep.,Bosnia and Herzegovina,13
Czech Rep.,Belarus,11
Czech Rep.,Belarus,364
Czech Rep.,Botswana,0
Czech Rep.,China,81
Czech Rep.,China,13
Czech Rep.,Côte d'Ivoire,0
Czech Rep.,Cameroon,5
Czech Rep.,Cameroon,6
Czech Rep.,Dem. Rep. of the Congo,5
Czech Rep.,Dem. Rep. of the Congo,21
Czech Rep.,Congo,0
Czech Rep.,Colombia,0
Czech Rep.,Cuba,43
Czech Rep.,Cuba,228
Czech Rep.,Djibouti,0
Czech Rep.,Algeria,0
Czech Rep.,Algeria,0
Czech Rep.,Ecuador,0
Czech Rep.,Egypt,0
Czech Rep.,Egypt,0
Czech Rep.,Eritrea,17
Czech Rep.,Ethiopia,0
Czech Rep.,Ethiopia,10
Czech Rep.,Georgia,40
Czech Rep.,Georgia,34
Czech Rep.,Ghana,0
Czech Rep.,Ghana,11
Czech Rep.,Guinea,7
Czech Rep.,Gambia,0
Czech Rep.,Gambia,0
Czech Rep.,Croatia,0
Czech Rep.,India,0
Czech Rep.,Iran (Islamic Rep. of),0
Czech Rep.,Iran (Islamic Rep. of),26
Czech Rep.,Iraq,35
Czech Rep.,Iraq,199
Czech Rep.,Israel,0
Czech Rep.,Kazakhstan,13
Czech Rep.,Kazakhstan,234
Czech Rep.,Kyrgyzstan,6
Czech Rep.,Kyrgyzstan,21
