Country / territory of asylum/residence,Origin,Value
Central African Rep.,Angola,12
Central African Rep.,Angola,42
Central African Rep.,Angola,2
Central African Rep.,Burundi,59
Central African Rep.,Cameroon,9
Central African Rep.,Dem. Rep. of the Congo,1253
Central African Rep.,Dem. Rep. of the Congo,15325
Central African Rep.,Dem. Rep. of the Congo,7
Central African Rep.,Congo,108
Central African Rep.,Congo,209
Central African Rep.,Ghana,3
Central African Rep.,Guinea,1
Central African Rep.,Gambia,5
Central African Rep.,Kenya,2
Central African Rep.,Liberia,4
Central African Rep.,Mali,20
Central African Rep.,Mali,5
Central African Rep.,Mauritania,1
Central African Rep.,Nigeria,4
Central African Rep.,Rwanda,462
Central African Rep.,Rwanda,2
Central African Rep.,Sudan,86
Central African Rep.,Sudan,36151
Central African Rep.,Sudan,54
Central African Rep.,Senegal,19
Central African Rep.,Senegal,18
Central African Rep.,Sierra Leone,6
Central African Rep.,Somalia,1
Central African Rep.,Chad,191
Central African Rep.,Chad,3331
Central African Rep.,Chad,333
Central African Rep.,United Rep. of Tanzania,2
Central African Rep.,Uganda,6
Central African Rep.,Various/Unknown,66
Canada,Afghanistan,308
Canada,Afghanistan,9115
Canada,Angola,589
Canada,Angola,140
Canada,Albania,595
Canada,Albania,625
Canada,United Arab Emirates,8
Canada,United Arab Emirates,7
Canada,Argentina,1337
Canada,Argentina,87
Canada,Armenia,53
Canada,Armenia,94
Canada,Antigua and Barbuda,6
Canada,Austria,19
Canada,Azerbaijan,195
Canada,Azerbaijan,102
Canada,Burundi,136
Canada,Burundi,890
Canada,Belgium,10
Canada,Benin,5
Canada,Benin,6
Canada,Burkina Faso,11
Canada,Burkina Faso,19
Canada,Bangladesh,397
Canada,Bangladesh,2007
Canada,Bulgaria,264
Canada,Bulgaria,588
Canada,Bahrain,2
Canada,Bahrain,6
Canada,Bahamas,2
Canada,Bosnia and Herzegovina,26
Canada,Bosnia and Herzegovina,15494
Canada,Bosnia and Herzegovina,11
Canada,Belarus,91
Canada,Belarus,36
Canada,Belize,1
Canada,Bermuda,1
Canada,Bolivia (Plurinational State of),54
Canada,Bolivia (Plurinational State of),28
Canada,Brazil,55
Canada,Brazil,32
Canada,Barbados,8
Canada,Barbados,5
Canada,Bhutan,2
Canada,Bhutan,6
Canada,Botswana,1
Canada,Botswana,3
Canada,Central African Rep.,3
Canada,Central African Rep.,13
Canada,Switzerland,69
Canada,Chile,85
Canada,Chile,224
Canada,China,1230
Canada,China,1903
Canada,Cote d'Ivoire,60
Canada,Cote d'Ivoire,102
Canada,Cameroon,87
Canada,Cameroon,139
Canada,Dem. Rep. of the Congo,793
Canada,Dem. Rep. of the Congo,3142
Canada,Congo,99
Canada,Congo,1
Canada,Colombia,927
Canada,Colombia,1077
Canada,Comoros,3
Canada,Comoros,1
Canada,Cabo Verde,1
Canada,Costa Rica,211
Canada,Costa Rica,50
Canada,Cuba,151
Canada,Cuba,812
Canada,Cyprus,3
Canada,Cyprus,7
Canada,Czech Rep.,47
Canada,Czech Rep.,625
Canada,Germany,13
Canada,Germany,1125
Canada,Djibouti,124
Canada,Djibouti,238
Canada,Dominica,10
Canada,Dominica,1
Canada,Denmark,3
Canada,Denmark,21
Canada,Dominican Rep.,24
Canada,Dominican Rep.,38
Canada,Algeria,348
Canada,Algeria,2600
Canada,Ecuador,90
Canada,Ecuador,121
Canada,Egypt,116
Canada,Egypt,1043
Canada,Eritrea,113
Canada,Eritrea,165
Canada,Spain,11
Canada,Spain,44
Canada,Estonia,20
Canada,Estonia,25
Canada,Ethiopia,168
Canada,Ethiopia,1635
Canada,Finland,1
Canada,Finland,1
Canada,Fiji,239
Canada,Fiji,13
Canada,France,12
Canada,France,49
Canada,Gabon,8
Canada,Gabon,4
Canada,United Kingdom,8
Canada,United Kingdom,32
Canada,Georgia,108
Canada,Georgia,123
Canada,Ghana,189
Canada,Ghana,303
Canada,Guinea,186
Canada,Guinea,227
Canada,Gambia,3
Canada,Gambia,16
Canada,Guinea-Bissau,4
Canada,Equatorial Guinea,4
Canada,Equatorial Guinea,4
Canada,Greece,12
Canada,Greece,119
Canada,Grenada,89
Canada,Grenada,23
Canada,Guatemala,152
Canada,Guatemala,710
Canada,Guyana,136
Canada,Guyana,22
Canada,"China, Hong Kong SAR",2
Canada,"China, Hong Kong SAR",10
Canada,Honduras,143
Canada,Honduras,241
Canada,Croatia,23
Canada,Croatia,4426
Canada,Haiti,271
Canada,Haiti,439
Canada,Hungary,1894
Canada,Hungary,202
Canada,Indonesia,27
Canada,Indonesia,89
Canada,India,1315
Canada,India,3196
Canada,Ireland,3
Canada,Iran (Islamic Rep. of),794
Canada,Iran (Islamic Rep. of),6319
Canada,Iraq,279
Canada,Iraq,5798
Canada,Iceland,4
Canada,Israel,233
Canada,Israel,264
Canada,Italy,14
Canada,Italy,31
Canada,Jamaica,115
Canada,Jamaica,22
Canada,Jordan,49
Canada,Jordan,296
Canada,Japan,1
Canada,Japan,3
Canada,Kazakhstan,146
Canada,Kazakhstan,548
Canada,Kenya,140
Canada,Kenya,445
Canada,Kyrgyzstan,84
Canada,Kyrgyzstan,52
Canada,Cambodia,6
Canada,Cambodia,64
Canada,Saint Kitts and Nevis,1
Canada,Rep. of Korea,265
Canada,Rep. of Korea,26
Canada,Kuwait,43
Canada,Kuwait,125
Canada,Lao People's Dem. Rep.,2
Canada,Lao People's Dem. Rep.,7
Canada,Lebanon,399
Canada,Lebanon,548
Canada,Liberia,19
Canada,Liberia,159
Canada,Libya,99
Canada,Libya,106
Canada,Saint Lucia,21
Canada,Saint Lucia,7
Canada,Sri Lanka,2192
Canada,Sri Lanka,10591
Canada,Lesotho,2
Canada,Lithuania,56
Canada,Lithuania,10
Canada,Latvia,21
Canada,Latvia,36
Canada,"China, Macao SAR",1
Canada,Morocco,39
Canada,Morocco,55
Canada,Rep. of Moldova,64
Canada,Rep. of Moldova,234
Canada,Madagascar,4
Canada,Madagascar,5
Canada,Maldives,1
Canada,Maldives,2
Canada,Mexico,1156
Canada,Mexico,811
Canada,The former Yugoslav Republic of Macedonia,26
Canada,The former Yugoslav Republic of Macedonia,45
Canada,Mali,37
Canada,Mali,33
Canada,Malta,4
Canada,Malta,12
Canada,Myanmar,11
Canada,Myanmar,391
Canada,Mongolia,21
Canada,Mongolia,4
Canada,Mozambique,1
Canada,Mozambique,3
Canada,Mauritania,23
Canada,Mauritania,15
Canada,Mauritius,3
Canada,Malawi,16
Canada,Malaysia,111
Canada,Malaysia,35
Canada,Namibia,3
Canada,Niger,5
Canada,Niger,9
Canada,Nigeria,795
Canada,Nigeria,852
Canada,Nicaragua,33
Canada,Nicaragua,192
Canada,Netherlands,8
Canada,Netherlands,14
Canada,Norway,2
Canada,Nepal,19
Canada,Nepal,28
Canada,Oman,3
Canada,Pakistan,2495
Canada,Pakistan,3893
Canada,Panama,5
Canada,Panama,21
Canada,Peru,373
Canada,Peru,778
Canada,Philippines,103
Canada,Philippines,23
Canada,Poland,340
Canada,Poland,155
Canada,Dem. People's Rep. of Korea,6
Canada,Portugal,56
Canada,Portugal,7
Canada,Paraguay,3
Canada,Paraguay,5
Canada,Palestinian,60
Canada,Palestinian,26
Canada,Qatar,5
Canada,Romania,411
Canada,Romania,572
Canada,Russian Federation,665
Canada,Russian Federation,1694
Canada,Rwanda,223
Canada,Rwanda,1118
Canada,Saudi Arabia,32
Canada,Saudi Arabia,26
Canada,Sudan,332
Canada,Sudan,2968
Canada,Senegal,20
Canada,Senegal,58
Canada,Singapore,2
Canada,Singapore,6
Canada,Solomon Islands,3
Canada,Sierra Leone,82
Canada,Sierra Leone,335
Canada,El Salvador,271
Canada,El Salvador,621
Canada,Somalia,555
Canada,Somalia,5159
Canada,Serbia and Kosovo (S/RES/1244 (1999)),188
Canada,Serbia and Kosovo (S/RES/1244 (1999)),6632
Canada,Serbia and Kosovo (S/RES/1244 (1999)),426
Canada,Sao Tome and Principe,2
Canada,Suriname,1
Canada,Slovakia,52
Canada,Slovakia,8
Canada,Slovenia,2
Canada,Slovenia,69
Canada,Sweden,17
Canada,Swaziland,2
Canada,Swaziland,16
Canada,Syrian Arab Rep.,98
Canada,Syrian Arab Rep.,390
Canada,Chad,81
Canada,Chad,295
Canada,Togo,29
Canada,Togo,118
Canada,Thailand,10
Canada,Thailand,107
Canada,Tibetan,4
Canada,Tajikistan,3
Canada,Tajikistan,113
Canada,Turkmenistan,2
Canada,Turkmenistan,1
Canada,Trinidad and Tobago,62
Canada,Trinidad and Tobago,14
Canada,Tunisia,108
Canada,Tunisia,68
Canada,Turkey,731
Canada,Turkey,765
Canada,United Rep. of Tanzania,192
Canada,United Rep. of Tanzania,24
Canada,Uganda,105
Canada,Uganda,89
Canada,Ukraine,553
Canada,Ukraine,547
Canada,Uruguay,141
Canada,Uruguay,33
Canada,United States of America,86
Canada,United States of America,148
Canada,Uzbekistan,43
Canada,Uzbekistan,108
Canada,Saint Vincent and the Grenadines,78
Canada,Saint Vincent and the Grenadines,48
Canada,Venezuela (Bolivarian Republic of),127
Canada,Venezuela (Bolivarian Republic of),407
Canada,Viet Nam,85
Canada,Viet Nam,155
Canada,Stateless,627
Canada,Various/Unknown,1
Canada,Various/Unknown,15452
Canada,Yemen,95
Canada,Yemen,168
Canada,South Africa,36
Canada,South Africa,26
Canada,Zambia,2
Canada,Zambia,50
Canada,Zimbabwe,166
Canada,Zimbabwe,7
Switzerland,Afghanistan,621
Switzerland,Afghanistan,1204
Switzerland,Angola,431
Switzerland,Angola,1764
Switzerland,Albania,63
Switzerland,Albania,100
Switzerland,Argentina,4
Switzerland,Armenia,232
Switzerland,Armenia,21
Switzerland,Austria,1
Switzerland,Azerbaijan,65
Switzerland,Azerbaijan,5
Switzerland,Burundi,20
Switzerland,Burundi,162
Switzerland,Benin,1
Switzerland,Burkina Faso,21
Switzerland,Burkina Faso,1
Switzerland,Bangladesh,189
Switzerland,Bangladesh,18
Switzerland,Bulgaria,27
Switzerland,Bulgaria,36
Switzerland,Bosnia and Herzegovina,725
Switzerland,Bosnia and Herzegovina,7964
Switzerland,Bosnia and Herzegovina,97
Switzerland,Belarus,45
Switzerland,Belize,4
Switzerland,Bolivia (Plurinational State of),7
Switzerland,Bolivia (Plurinational State of),7
Switzerland,Brazil,1
Switzerland,Bhutan,3
Switzerland,Bhutan,1
Switzerland,Central African Rep.,1
Switzerland,Chile,58
Switzerland,China,61
Switzerland,China,142
Switzerland,Cote d'Ivoire,40
Switzerland,Cote d'Ivoire,1
Switzerland,Cameroon,32
Switzerland,Cameroon,11
Switzerland,Dem. Rep. of the Congo,432
Switzerland,Dem. Rep. of the Congo,531
Switzerland,Congo,51
Switzerland,Congo,33
Switzerland,Colombia,48
Switzerland,Colombia,157
Switzerland,Cuba,9
Switzerland,Cuba,57
Switzerland,Cyprus,3
Switzerland,Czech Rep.,41
Switzerland,Algeria,140
Switzerland,Algeria,186
Switzerland,Ecuador,3
Switzerland,Ecuador,5
Switzerland,Egypt,10
Switzerland,Egypt,35
Switzerland,Eritrea,180
Switzerland,Eritrea,364
Switzerland,Western Sahara,2
Switzerland,Western Sahara,6
Switzerland,Spain,1
Switzerland,Ethiopia,297
Switzerland,Ethiopia,367
Switzerland,France,1
Switzerland,Gabon,1
Switzerland,United Kingdom,1
Switzerland,Georgia,92
Switzerland,Georgia,5
Switzerland,Ghana,2
Switzerland,Guinea,151
Switzerland,Guinea,8
Switzerland,Gambia,1
Switzerland,Guinea-Bissau,31
Switzerland,Guinea-Bissau,2
Switzerland,Equatorial Guinea,2
Switzerland,Greece,1
Switzerland,Greece,1
Switzerland,Croatia,22
Switzerland,Croatia,121
Switzerland,Haiti,4
Switzerland,Hungary,2
Switzerland,Hungary,75
Switzerland,Indonesia,1
Switzerland,India,81
Switzerland,India,29
Switzerland,Iran (Islamic Rep. of),569
Switzerland,Iran (Islamic Rep. of),1070
Switzerland,Iraq,1555
Switzerland,Iraq,2107
Switzerland,Israel,23
Switzerland,Israel,2
Switzerland,Italy,1
Switzerland,Italy,1
Switzerland,Jordan,16
Switzerland,Jordan,17
Switzerland,Kazakhstan,24
Switzerland,Kazakhstan,4
Switzerland,Kenya,11
Switzerland,Kenya,10
Switzerland,Kyrgyzstan,5
Switzerland,Cambodia,3
Switzerland,Cambodia,815
Switzerland,Rep. of Korea,2
Switzerland,Kuwait,3
Switzerland,Kuwait,8
Switzerland,Lao People's Dem. Rep.,1
Switzerland,Lao People's Dem. Rep.,251
Switzerland,Lebanon,45
Switzerland,Lebanon,60
Switzerland,Liberia,13
Switzerland,Liberia,16
Switzerland,Libya,183
Switzerland,Libya,226
Switzerland,Sri Lanka,1433
Switzerland,Sri Lanka,13667
Switzerland,Lithuania,3
Switzerland,Lithuania,2
Switzerland,Latvia,2
Switzerland,Latvia,1
Switzerland,Morocco,7
Switzerland,Morocco,16
Switzerland,Rep. of Moldova,20
Switzerland,Rep. of Moldova,5
Switzerland,The former Yugoslav Republic of Macedonia,42
Switzerland,The former Yugoslav Republic of Macedonia,62
Switzerland,Mali,29
Switzerland,Mali,3
Switzerland,Myanmar,2
Switzerland,Myanmar,6
Switzerland,Mongolia,86
Switzerland,Mozambique,2
Switzerland,Mauritania,35
Switzerland,Mauritania,2
Switzerland,Malaysia,2
Switzerland,Niger,1
Switzerland,Nigeria,128
Switzerland,Nigeria,13
Switzerland,Nepal,16
Switzerland,Nepal,2
Switzerland,Pakistan,252
Switzerland,Pakistan,188
Switzerland,Panama,2
Switzerland,Peru,5
Switzerland,Peru,40
Switzerland,Philippines,3
Switzerland,Poland,3
Switzerland,Poland,37
Switzerland,Portugal,3
Switzerland,Paraguay,2
Switzerland,Palestinian,12
Switzerland,Romania,8
Switzerland,Romania,243
Switzerland,Russian Federation,183
Switzerland,Russian Federation,62
Switzerland,Rwanda,30
Switzerland,Rwanda,279
Switzerland,Saudi Arabia,2
Switzerland,Saudi Arabia,1
Switzerland,Sudan,42
Switzerland,Sudan,157
Switzerland,Senegal,3
Switzerland,Senegal,2
Switzerland,Sierra Leone,340
Switzerland,Sierra Leone,4
Switzerland,El Salvador,1
Switzerland,Somalia,269
Switzerland,Somalia,4814
Switzerland,Serbia and Kosovo (S/RES/1244 (1999)),3718
Switzerland,Serbia and Kosovo (S/RES/1244 (1999)),9309
Switzerland,Serbia and Kosovo (S/RES/1244 (1999)),26767
Switzerland,Slovakia,1
Switzerland,Slovakia,11
Switzerland,Slovenia,1
Switzerland,Slovenia,2
Switzerland,Syrian Arab Rep.,152
Switzerland,Syrian Arab Rep.,137
Switzerland,Chad,8
Switzerland,Chad,19
Switzerland,Togo,76
Switzerland,Togo,18
Switzerland,Thailand,2
Switzerland,Tibetan,616
Switzerland,Tajikistan,1
Switzerland,Tajikistan,7
Switzerland,Turkmenistan,1
Switzerland,Turkmenistan,7
Switzerland,Tunisia,119
Switzerland,Tunisia,420
Switzerland,Turkey,1130
Switzerland,Turkey,6229
Switzerland,United Rep. of Tanzania,1
Switzerland,Uganda,10
Switzerland,Uganda,42
Switzerland,Ukraine,62
Switzerland,Ukraine,8
Switzerland,United States of America,1
Switzerland,Uzbekistan,10
Switzerland,Viet Nam,13
Switzerland,Viet Nam,2895
Switzerland,Stateless,58
Switzerland,Various/Unknown,12507
Switzerland,Various/Unknown,82
Switzerland,Yemen,122
Switzerland,Yemen,22
Switzerland,South Africa,2
Switzerland,South Africa,6
Switzerland,Zimbabwe,1
Chile,Angola,1
Chile,Angola,6
Chile,Argentina,1
Chile,Burundi,1
Chile,Burundi,1
Chile,Bosnia and Herzegovina,3
Chile,Dem. Rep. of the Congo,2
Chile,Dem. Rep. of the Congo,1
Chile,Colombia,18
Chile,Colombia,27
Chile,Colombia,6
Chile,Cuba,5
Chile,Cuba,44
Chile,Ecuador,1
Chile,Ecuador,1
Chile,Ethiopia,1
Chile,Croatia,3
Chile,India,1
Chile,Iran (Islamic Rep. of),1
Chile,Iran (Islamic Rep. of),1
Chile,Iraq,5
Chile,Liberia,1
Chile,Liberia,3
Chile,Libya,1
Chile,The former Yugoslav Republic of Macedonia,3
Chile,Mongolia,4
Chile,Nigeria,6
Chile,Nigeria,9
Chile,Peru,10
Chile,Peru,217
Chile,Palestinian,3
Chile,Romania,9
Chile,Russian Federation,2
Chile,Russian Federation,3
Chile,Rwanda,4
Chile,Sierra Leone,1
Chile,Somalia,1
Chile,Serbia and Kosovo (S/RES/1244 (1999)),28
Chile,Serbia and Kosovo (S/RES/1244 (1999)),4
Chile,Sweden,3
Chile,Viet Nam,1
China,Afghanistan,1
China,Burundi,1
China,Burundi,20
China,Dem. Rep. of the Congo,4
China,Dem. Rep. of the Congo,3
China,Congo,4
China,Iran (Islamic Rep. of),8
China,Iraq,1
China,Palestinian,2
China,Rwanda,1
China,Sudan,1
China,Sudan,1
China,Somalia,19
China,Viet Nam,294057
Cote d'Ivoire,Angola,5
Cote d'Ivoire,Burundi,12
Cote d'Ivoire,Burundi,97
Cote d'Ivoire,Burkina Faso,1
Cote d'Ivoire,Central African Rep.,9
Cote d'Ivoire,Cameroon,4
Cote d'Ivoire,Cameroon,4
Cote d'Ivoire,Dem. Rep. of the Congo,179
Cote d'Ivoire,Dem. Rep. of the Congo,87
Cote d'Ivoire,Congo,677
Cote d'Ivoire,Congo,453
Cote d'Ivoire,Eritrea,1
Cote d'Ivoire,Ethiopia,13
Cote d'Ivoire,Ghana,6
Cote d'Ivoire,Ghana,57
Cote d'Ivoire,Guinea,14
Cote d'Ivoire,Iran (Islamic Rep. of),19
Cote d'Ivoire,Cambodia,34
Cote d'Ivoire,Liberia,1208
Cote d'Ivoire,Liberia,117749
Cote d'Ivoire,Liberia,28284
Cote d'Ivoire,Mauritania,3
Cote d'Ivoire,Nigeria,9
Cote d'Ivoire,Nigeria,17
Cote d'Ivoire,Palestinian,1
Cote d'Ivoire,Palestinian,7
Cote d'Ivoire,Romania,4
Cote d'Ivoire,Rwanda,110
Cote d'Ivoire,Rwanda,258
Cote d'Ivoire,Sudan,2
Cote d'Ivoire,Sudan,10
Cote d'Ivoire,Senegal,1
Cote d'Ivoire,Sierra Leone,1779
Cote d'Ivoire,Somalia,1
Cote d'Ivoire,Syrian Arab Rep.,3
Cote d'Ivoire,Chad,4
Cote d'Ivoire,Chad,12
Cote d'Ivoire,Togo,1
Cote d'Ivoire,Togo,7
Cote d'Ivoire,Viet Nam,75
Cameroon,Burundi,47
Cameroon,Burundi,290
Cameroon,Benin,3
Cameroon,Dem. Rep. of the Congo,649
Cameroon,Dem. Rep. of the Congo,135
Cameroon,Congo,221
Cameroon,Congo,43
Cameroon,Liberia,59
Cameroon,Liberia,18
Cameroon,Rwanda,296
Cameroon,Rwanda,707
Cameroon,Chad,215
Cameroon,Chad,42325
Cameroon,Chad,2284
Cameroon,Various/Unknown,146
Cameroon,Various/Unknown,162
Dem. Rep. of the Congo,Angola,20
Dem. Rep. of the Congo,Angola,175420
Dem. Rep. of the Congo,Angola,7175
Dem. Rep. of the Congo,Burundi,11
Dem. Rep. of the Congo,Burundi,19760
Dem. Rep. of the Congo,Burundi,211
Dem. Rep. of the Congo,Dem. Rep. of the Congo,3000
Dem. Rep. of the Congo,Congo,22
Dem. Rep. of the Congo,Congo,5100
Dem. Rep. of the Congo,Congo,5520
Dem. Rep. of the Congo,Liberia,16
Dem. Rep. of the Congo,Madagascar,1
Dem. Rep. of the Congo,Mauritania,1
Dem. Rep. of the Congo,Rwanda,47
Dem. Rep. of the Congo,Rwanda,46280
Dem. Rep. of the Congo,Rwanda,23340
Dem. Rep. of the Congo,Sudan,18
Dem. Rep. of the Congo,Sudan,72910
Dem. Rep. of the Congo,Sierra Leone,9
Dem. Rep. of the Congo,United Rep. of Tanzania,7
Dem. Rep. of the Congo,Uganda,2
Dem. Rep. of the Congo,Uganda,13020
Dem. Rep. of the Congo,Uganda,1
Dem. Rep. of the Congo,Various/Unknown,19
Congo,Angola,1
Congo,Angola,18515
Congo,Angola,1263
Congo,Burundi,3
Congo,Burundi,130
Congo,Burundi,1
Congo,Central African Rep.,2
Congo,Dem. Rep. of the Congo,860
Congo,Dem. Rep. of the Congo,97600
Congo,Gabon,6
Congo,Liberia,1
Congo,Rwanda,6725
Congo,Rwanda,138
Congo,Sudan,4
Congo,Sudan,2
Congo,Chad,5
Congo,Chad,220
Congo,Uganda,2
Congo,Ukraine,2
Colombia,Angola,3
Colombia,Chile,30
Colombia,Chile,6
Colombia,China,5
Colombia,Colombia,525000
Colombia,Cuba,3
Colombia,Cuba,18
Colombia,Ecuador,1
Colombia,Guatemala,2
Colombia,Haiti,8
Colombia,Hungary,30
Colombia,Iran (Islamic Rep. of),7
Colombia,Iran (Islamic Rep. of),13
Colombia,Iran (Islamic Rep. of),1
Colombia,Iraq,2
Colombia,Liberia,4
Colombia,Nicaragua,80
Colombia,Nicaragua,1
Colombia,Panama,253
Colombia,Peru,1
Colombia,Peru,19
Colombia,Peru,1
Colombia,Romania,6
Colombia,Sierra Leone,3
Colombia,El Salvador,1
Colombia,Serbia and Kosovo (S/RES/1244 (1999)),10
Colombia,Ukraine,1
Colombia,Uruguay,1
Colombia,Stateless,3
Colombia,South Africa,3
Comoros,Dem. Rep. of the Congo,1
Comoros,Congo,3
Comoros,Rwanda,8
Cabo Verde,Guinea-Bissau,73
Costa Rica,Colombia,954
Costa Rica,Colombia,515
Costa Rica,Colombia,8
Costa Rica,Cuba,55
Costa Rica,Cuba,971
Costa Rica,Nicaragua,2715
Costa Rica,Peru,28
Costa Rica,Peru,223
Costa Rica,El Salvador,793
Costa Rica,Various/Unknown,52
Costa Rica,Various/Unknown,302
Cuba,Afghanistan,19
Cuba,Burundi,1
Cuba,Chile,11
Cuba,Dem. Rep. of the Congo,1
Cuba,Congo,4
Cuba,Colombia,1
Cuba,Eritrea,1
Cuba,Eritrea,3
Cuba,Western Sahara,802
Cuba,Ethiopia,3
Cuba,Ethiopia,29
Cuba,Guatemala,3
Cuba,Haiti,1
Cuba,Iran (Islamic Rep. of),7
Cuba,Iran (Islamic Rep. of),17
Cuba,Iraq,1
Cuba,Iraq,2
Cuba,Liberia,2
Cuba,Sri Lanka,1
Cuba,Palestinian,11
Cuba,Rwanda,3
Cuba,Sudan,30
Cuba,Sierra Leone,2
Cuba,El Salvador,6
Cuba,Syrian Arab Rep.,6
Cyprus,Afghanistan,1
Cyprus,Afghanistan,2
Cyprus,Bangladesh,1
Cyprus,Bulgaria,2
Cyprus,Bosnia and Herzegovina,6
Cyprus,Bosnia and Herzegovina,5
Cyprus,Algeria,1
Cyprus,Algeria,1
Cyprus,Egypt,2
Cyprus,Ethiopia,1
Cyprus,Georgia,1
Cyprus,Croatia,2
Cyprus,Iran (Islamic Rep. of),186
Cyprus,Iran (Islamic Rep. of),14
Cyprus,Iraq,39
Cyprus,Iraq,20
Cyprus,Jordan,4
Cyprus,Lebanon,12
Cyprus,Lebanon,2
Cyprus,Liberia,1
Cyprus,Libya,1
Cyprus,Sri Lanka,5
Cyprus,Sri Lanka,3
Cyprus,Nigeria,2
Cyprus,Pakistan,10
Cyprus,Pakistan,1
Cyprus,Palestinian,20
Cyprus,Palestinian,4
Cyprus,Russian Federation,5
Cyprus,Sudan,1
Cyprus,Sudan,1
Cyprus,Sierra Leone,6
Cyprus,Sierra Leone,7
Cyprus,Somalia,1
Cyprus,Somalia,4
Cyprus,Serbia and Kosovo (S/RES/1244 (1999)),184
Cyprus,Serbia and Kosovo (S/RES/1244 (1999)),7
Cyprus,Syrian Arab Rep.,4
Cyprus,Syrian Arab Rep.,4
Cyprus,Turkey,3
Cyprus,Turkey,1
Cyprus,Various/Unknown,5
Czech Rep.,Afghanistan,395
Czech Rep.,Afghanistan,192
Czech Rep.,Angola,19
Czech Rep.,Angola,19
Czech Rep.,Albania,18
Czech Rep.,Armenia,218
Czech Rep.,Armenia,68
Czech Rep.,Azerbaijan,9
Czech Rep.,Azerbaijan,27
Czech Rep.,Burundi,1
Czech Rep.,Burkina Faso,1
Czech Rep.,Bangladesh,4
Czech Rep.,Bulgaria,103
Czech Rep.,Bulgaria,38
Czech Rep.,Bosnia and Herzegovina,7
Czech Rep.,Bosnia and Herzegovina,25
Czech Rep.,Bosnia and Herzegovina,12
Czech Rep.,Belarus,174
Czech Rep.,Belarus,44
Czech Rep.,China,46
Czech Rep.,Cote d'Ivoire,5
Czech Rep.,Cameroon,1
Czech Rep.,Dem. Rep. of the Congo,11
Czech Rep.,Dem. Rep. of the Congo,42
Czech Rep.,Congo,6
Czech Rep.,Cuba,11
Czech Rep.,Cuba,17
Czech Rep.,Djibouti,2
Czech Rep.,Algeria,72
Czech Rep.,Eritrea,1
Czech Rep.,Ethiopia,3
Czech Rep.,Ethiopia,8
Czech Rep.,Georgia,93
Czech Rep.,Georgia,16
Czech Rep.,Ghana,7
Czech Rep.,Ghana,23
Czech Rep.,Guinea,2
Czech Rep.,Gambia,2
Czech Rep.,India,265
Czech Rep.,Iran (Islamic Rep. of),25
Czech Rep.,Iran (Islamic Rep. of),21
Czech Rep.,Iraq,90
Czech Rep.,Iraq,68
Czech Rep.,Jordan,2
Czech Rep.,Kazakhstan,101
Czech Rep.,Kyrgyzstan,43
Czech Rep.,Lebanon,14
Czech Rep.,Libya,3
Czech Rep.,Sri Lanka,52
Czech Rep.,Sri Lanka,8
Czech Rep.,Lithuania,5
Czech Rep.,Latvia,7
Czech Rep.,Morocco,5
Czech Rep.,Rep. of Moldova,545
Czech Rep.,Madagascar,1
Czech Rep.,The former Yugoslav Republic of Macedonia,19
Czech Rep.,Mongolia,66
Czech Rep.,Nigeria,25
Czech Rep.,Nigeria,19
Czech Rep.,Pakistan,50
Czech Rep.,Poland,1
Czech Rep.,Romania,337
Czech Rep.,Romania,140
Czech Rep.,Russian Federation,574
Czech Rep.,Russian Federation,145
Czech Rep.,Sudan,18
Czech Rep.,Senegal,3
Czech Rep.,Sierra Leone,3
Czech Rep.,Somalia,7
Czech Rep.,Serbia and Kosovo (S/RES/1244 (1999)),83
Czech Rep.,Serbia and Kosovo (S/RES/1244 (1999)),61
Czech Rep.,Serbia and Kosovo (S/RES/1244 (1999)),19
Czech Rep.,Slovakia,108
Czech Rep.,Syrian Arab Rep.,15
Czech Rep.,Tajikistan,3
Czech Rep.,Turkmenistan,1
Czech Rep.,Turkmenistan,6
Czech Rep.,Tunisia,4
Czech Rep.,Turkey,25
Czech Rep.,Turkey,12
Czech Rep.,Ukraine,935
Czech Rep.,Ukraine,18
Czech Rep.,Uzbekistan,12
Czech Rep.,Viet Nam,343
Czech Rep.,Viet Nam,66
Czech Rep.,Stateless,18
Czech Rep.,Various/Unknown,35
Czech Rep.,Various/Unknown,62
Czech Rep.,Various/Unknown,78
Czech Rep.,Yemen,1
Czech Rep.,South Africa,1
Germany,Afghanistan,9229
Germany,Angola,187
Germany,Albania,122
Germany,Armenia,344
Germany,Azerbaijan,780
Germany,Burundi,12
Germany,Benin,10
Germany,Burkina Faso,163
Germany,Bangladesh,125
Germany,Bulgaria,12
Germany,Bosnia and Herzegovina,726
Germany,Bosnia and Herzegovina,30000
Germany,Bosnia and Herzegovina,6920
Germany,Belarus,166
Germany,Bhutan,21
Germany,Central African Rep.,9
Germany,Chile,1
Germany,China,470
Germany,Cote d'Ivoire,92
Germany,Cameroon,234
Germany,Dem. Rep. of the Congo,489
Germany,Congo,69
Germany,Colombia,81
Germany,Cuba,32
Germany,Czech Rep.,22
Germany,Algeria,403
Germany,Ecuador,6
Germany,Egypt,35
Germany,Eritrea,125
Germany,Spain,1
Germany,Estonia,10
Germany,Ethiopia,187
Germany,Gabon,5
Germany,Georgia,224
Germany,Ghana,34
Germany,Guinea,50
Germany,Gambia,7
Germany,Guinea-Bissau,10
Germany,Equatorial Guinea,1
Germany,Croatia,20
