Country / territory of asylum/residence,Origin,Value
Azerbaijan,Armenia,3
Azerbaijan,Azerbaijan,592860
Azerbaijan,Azerbaijan,2078
Azerbaijan,Bangladesh,0
Azerbaijan,Dem. Rep. of the Congo,1
Azerbaijan,Iran (Islamic Rep. of),2
Azerbaijan,Iran (Islamic Rep. of),104
Azerbaijan,Iraq,0
Azerbaijan,Iraq,23
Azerbaijan,Iraq,2
Azerbaijan,Pakistan,3
Azerbaijan,Pakistan,3
Azerbaijan,Palestinian,0
Azerbaijan,Palestinian,11
Azerbaijan,Russian Federation,4
Azerbaijan,Russian Federation,1028
Azerbaijan,Russian Federation,19
Azerbaijan,Uzbekistan,1
Burundi,Angola,1
Burundi,Burundi,157167
Burundi,Burundi,1059
Burundi,Benin,6
Burundi,Cameroon,1
Burundi,Dem. Rep. of the Congo,11563
Burundi,Dem. Rep. of the Congo,28957
Burundi,Dem. Rep. of the Congo,1101
Burundi,Comoros,4
Burundi,Madagascar,0
Burundi,Mauritania,0
Burundi,Mauritania,8
Burundi,Rwanda,461
Burundi,Rwanda,366
Burundi,Rwanda,2
Burundi,Sudan,0
Burundi,Somalia,30
Burundi,Somalia,17
Burundi,Uganda,2
Burundi,Uganda,10
Burundi,Uganda,9
Burundi,Zambia,1
Belgium,Afghanistan,0
Belgium,Afghanistan,501
Belgium,Angola,0
Belgium,Angola,117
Belgium,Albania,0
Belgium,Albania,216
Belgium,United Arab Emirates,2
Belgium,Argentina,0
Belgium,Armenia,0
Belgium,Armenia,61
Belgium,Azerbaijan,0
Belgium,Azerbaijan,26
Belgium,Burundi,0
Belgium,Burundi,255
Belgium,Belgium,691
Belgium,Benin,0
Belgium,Benin,2
Belgium,Burkina Faso,0
Belgium,Burkina Faso,24
Belgium,Bangladesh,0
Belgium,Bangladesh,10
Belgium,Bulgaria,0
Belgium,Bulgaria,24
Belgium,Bosnia and Herzegovina,0
Belgium,Bosnia and Herzegovina,67
Belgium,Bosnia and Herzegovina,5
Belgium,Belarus,0
Belgium,Belarus,76
Belgium,Bolivia (Plurinational State of),4
Belgium,Brazil,0
Belgium,Bhutan,0
Belgium,Bhutan,2
Belgium,Central African Rep.,0
Belgium,Central African Rep.,18
Belgium,Canada,0
Belgium,Chile,59
Belgium,China,0
Belgium,China,441
Belgium,Cote d'Ivoire,0
Belgium,Cote d'Ivoire,185
Belgium,Cameroon,0
Belgium,Cameroon,266
Belgium,Dem. Rep. of the Congo,0
Belgium,Dem. Rep. of the Congo,689
Belgium,Congo,0
Belgium,Congo,31
Belgium,Colombia,0
Belgium,Colombia,33
Belgium,Comoros,0
Belgium,Cabo Verde,0
Belgium,Costa Rica,0
Belgium,Cuba,0
Belgium,Cuba,1
Belgium,Czech Rep.,0
Belgium,Czech Rep.,11
Belgium,Germany,3
Belgium,Djibouti,0
Belgium,Djibouti,68
Belgium,Dominican Rep.,0
Belgium,Dominican Rep.,1
Belgium,Algeria,0
Belgium,Algeria,35
Belgium,Egypt,0
Belgium,Egypt,9
Belgium,Eritrea,0
Belgium,Eritrea,36
Belgium,Spain,0
Belgium,Spain,4
Belgium,Estonia,0
Belgium,Estonia,3
Belgium,Ethiopia,0
Belgium,Ethiopia,87
Belgium,Gabon,0
Belgium,Gabon,2
Belgium,United Kingdom,0
Belgium,Georgia,0
Belgium,Georgia,19
Belgium,Ghana,0
Belgium,Ghana,9
Belgium,Guinea,0
Belgium,Guinea,979
Belgium,Gambia,0
Belgium,Guinea-Bissau,0
Belgium,Guinea-Bissau,9
Belgium,Equatorial Guinea,0
Belgium,Greece,0
Belgium,Guatemala,0
Belgium,Guatemala,5
Belgium,Croatia,0
Belgium,Croatia,8
Belgium,Haiti,0
Belgium,Haiti,6
Belgium,Hungary,0
Belgium,Hungary,88
Belgium,India,0
Belgium,India,3
Belgium,Ireland,0
Belgium,Iran (Islamic Rep. of),0
Belgium,Iran (Islamic Rep. of),341
Belgium,Iraq,0
Belgium,Iraq,962
Belgium,Israel,0
Belgium,Israel,1
Belgium,Italy,0
Belgium,Jamaica,0
Belgium,Jordan,0
Belgium,Jordan,17
Belgium,Kazakhstan,0
Belgium,Kazakhstan,13
Belgium,Kenya,0
Belgium,Kenya,18
Belgium,Kyrgyzstan,0
Belgium,Kyrgyzstan,10
Belgium,Cambodia,0
Belgium,Cambodia,13
Belgium,Kuwait,0
Belgium,Lao People's Dem. Rep.,0
Belgium,Lao People's Dem. Rep.,16
Belgium,Lebanon,0
Belgium,Lebanon,62
Belgium,Liberia,0
Belgium,Liberia,21
Belgium,Libya,0
Belgium,Libya,10
Belgium,Sri Lanka,0
Belgium,Sri Lanka,212
Belgium,Lithuania,0
Belgium,Lithuania,17
Belgium,Latvia,0
Belgium,Latvia,5
Belgium,Morocco,0
Belgium,Morocco,16
Belgium,Rep. of Moldova,0
Belgium,Rep. of Moldova,3
Belgium,Madagascar,0
Belgium,Mexico,0
Belgium,The former Yugoslav Republic of Macedonia,0
Belgium,The former Yugoslav Republic of Macedonia,22
Belgium,Mali,0
Belgium,Mali,5
Belgium,Malta,0
Belgium,Myanmar,0
Belgium,Myanmar,11
Belgium,Montenegro,0
Belgium,Mongolia,0
Belgium,Mauritania,0
Belgium,Mauritania,128
Belgium,Mauritius,0
Belgium,Namibia,1
Belgium,Niger,0
Belgium,Niger,15
Belgium,Nigeria,0
Belgium,Nigeria,37
Belgium,Nicaragua,1
Belgium,Netherlands,0
Belgium,Nepal,0
Belgium,Nepal,19
Belgium,Pakistan,0
Belgium,Pakistan,45
Belgium,Peru,4
Belgium,Poland,0
Belgium,Poland,274
Belgium,Dem. People's Rep. of Korea,0
Belgium,Dem. People's Rep. of Korea,22
Belgium,Portugal,1
Belgium,Palestinian,0
Belgium,Palestinian,122
Belgium,Romania,0
Belgium,Romania,40
Belgium,Russian Federation,0
Belgium,Russian Federation,2964
Belgium,Rwanda,0
Belgium,Rwanda,981
Belgium,Saudi Arabia,0
Belgium,Sudan,0
Belgium,Sudan,63
Belgium,Senegal,0
Belgium,Senegal,75
Belgium,Sierra Leone,0
Belgium,Sierra Leone,30
Belgium,Somalia,0
Belgium,Somalia,117
Belgium,Serbia and Kosovo (S/RES/1244 (1999)),0
Belgium,Serbia and Kosovo (S/RES/1244 (1999)),1040
Belgium,Suriname,0
Belgium,Slovakia,0
Belgium,Syrian Arab Rep.,0
Belgium,Syrian Arab Rep.,229
Belgium,Chad,0
Belgium,Chad,49
Belgium,Togo,0
Belgium,Togo,123
Belgium,Thailand,0
Belgium,Tibetan,16
Belgium,Tajikistan,0
Belgium,Turkmenistan,0
Belgium,Tunisia,0
Belgium,Tunisia,11
Belgium,Turkey,0
Belgium,Turkey,510
Belgium,United Rep. of Tanzania,0
Belgium,United Rep. of Tanzania,28
Belgium,Uganda,0
Belgium,Uganda,13
Belgium,Ukraine,0
Belgium,Ukraine,86
Belgium,Uruguay,3
Belgium,United States of America,0
Belgium,Uzbekistan,0
Belgium,Uzbekistan,33
Belgium,Venezuela (Bolivarian Republic of),0
Belgium,Viet Nam,0
Belgium,Viet Nam,59
Belgium,Stateless,0
Belgium,Various/Unknown,18288
Belgium,Various/Unknown,4478
Belgium,Yemen,0
Belgium,Yemen,3
Belgium,South Africa,0
Belgium,South Africa,2
Belgium,Zimbabwe,0
Benin,Angola,5
Benin,Burundi,1
Benin,Burundi,23
Benin,Burundi,10
Benin,Burkina Faso,0
Benin,Burkina Faso,1
Benin,Bosnia and Herzegovina,1
Benin,Central African Rep.,1
Benin,Central African Rep.,11
Benin,Cote d'Ivoire,2
Benin,Cote d'Ivoire,57
Benin,Cote d'Ivoire,9
Benin,Cameroon,1
Benin,Cameroon,12
Benin,Dem. Rep. of the Congo,35
Benin,Dem. Rep. of the Congo,380
Benin,Dem. Rep. of the Congo,6
Benin,Congo,1
Benin,Congo,271
Benin,Congo,1
Benin,Algeria,0
Benin,Algeria,2
Benin,Ghana,1
Benin,Guinea,0
Benin,Guinea,7
Benin,Equatorial Guinea,2
Benin,Equatorial Guinea,11
Benin,Iran (Islamic Rep. of),1
Benin,Iraq,6
Benin,Liberia,0
Benin,Liberia,3
Benin,Sri Lanka,1
Benin,Niger,3
Benin,Niger,1
Benin,Nigeria,0
Benin,Nigeria,63
Benin,Palestinian,0
Benin,Rwanda,8
Benin,Rwanda,141
Benin,Sudan,4
Benin,Sudan,8
Benin,Somalia,1
Benin,Somalia,4
