Country / territory of asylum/residence,Origin,Value,%
Canada,Kenya,155,0.000003118720933
Canada,Kenya,463,0.000009315921239
Canada,Kyrgyzstan,22,
Canada,Kyrgyzstan,61,
Canada,Cambodia,24,0.00000149949645
Canada,Cambodia,71,0.000004436010332
Canada,Kiribati,0,0
Canada,Saint Kitts and Nevis,11,
Canada,Saint Kitts and Nevis,40,
Canada,Rep. of Korea,35,
Canada,Rep. of Korea,102,
Canada,Kuwait,10,0.000002417486356
Canada,Kuwait,86,0.00002079038266
Canada,Lao PDR,5,0.000000729058523
Canada,Lebanon,402,0.00006609279922
Canada,Lebanon,838,0.0001377755367
Canada,Liberia,28,0.000005917277309
Canada,Liberia,91,0.00001923115125
Canada,Libya,405,0.00006353323871
Canada,Libya,1118,0.0001753831133
Canada,Saint Lucia,140,
Canada,Saint Lucia,967,
Canada,Sri Lanka,868,0.00004047752285
Canada,Sri Lanka,4195,0.0001956258161
Canada,Lesotho,0,0
Canada,Lesotho,0,0
Canada,Lithuania,17,0.00000601190853
Canada,Lithuania,20,0.000007072833565
Canada,Latvia,10,0.000005152673722
Canada,Latvia,75,0.00003864505292
Canada,Morocco,59,0.000001650830816
Canada,Morocco,151,0.000004225007681
Canada,Rep. of Moldova,23,
Canada,Rep. of Moldova,121,
Canada,Madagascar,10,0.0000003910696125
Canada,Madagascar,16,0.0000006257113801
Canada,Mexico,1408,0.00001090093131
Canada,Mexico,3846,0.00002977626551
Canada,The former Yugoslav Republic of Macedonia,8,
Canada,The former Yugoslav Republic of Macedonia,43,
Canada,Mali,92,0.000004961713905
Canada,Mali,142,0.00000765829755
Canada,Myanmar,5,0.00000009368452213
Canada,Myanmar,60,0.000001124214266
Canada,Montenegro,8,0.00001285200435
Canada,Montenegro,19,0.00003052351033
Canada,Mongolia,36,0.0000117048543
Canada,Mongolia,143,0.00004649428234
Canada,Mozambique,0,0
Canada,Mauritania,59,0.00001334786063
Canada,Mauritania,151,0.00003416147382
Canada,Mauritius,9,0.000007116801741
Canada,Mauritius,5,0.000003953778745
Canada,Malawi,15,0.0000008054943738
Canada,Malawi,16,0.0000008591939987
Canada,Malaysia,15,0.0000004743193391
Canada,Malaysia,32,0.000001011881257
Canada,Namibia,54,0.00002131191407
Canada,Namibia,360,0.0001420794271
Canada,Niger,27,0.000001257138451
Canada,Niger,57,0.000002653958952
Canada,Nigeria,5632,0.00002950447295
Canada,Nigeria,4800,0.00002514585763
Canada,Nicaragua,21,0.000003377519328
Canada,Nicaragua,82,0.0000131884088
Canada,Netherlands,19,0.000001108980442
Canada,Netherlands,0,0
Canada,Norway,0,0
Canada,Nepal,188,0.000006415287931
Canada,Nepal,557,0.00001900699669
Canada,Oman,9,0.000001941219025
Canada,Pakistan,1991,0.00001010578052
Canada,Pakistan,4971,0.00002523145905
Canada,Panama,23,0.000005611690078
Canada,Panama,16,0.000003903784402
Canada,Peru,108,0.000003357636299
Canada,Peru,252,0.000007834484697
Canada,Philippines,63,0.0000006004684226
Canada,Philippines,96,0.000000914999501
Canada,Papua New Guinea,0,0
Canada,Poland,111,0.000002922910911
Canada,Poland,125,0.000003291566341
Canada,Dem. People's Rep. of Korea,409,
Canada,Dem. People's Rep. of Korea,484,
Canada,Portugal,12,0.000001165759544
Canada,Portugal,0,0
Canada,Paraguay,21,0.000003083113246
Canada,Palestinian,626,
Canada,Palestinian,777,
Canada,Qatar,0,0
Canada,Qatar,12,0.000004546813423
Canada,Romania,229,0.00001169170316
Canada,Romania,193,0.00000985370616
Canada,Russian Federation,202,0.000001397971822
Canada,Russian Federation,877,0.000006069412318
Canada,Rwanda,197,0.0000161364214
Canada,Rwanda,1013,0.00008297560853
Canada,Saudi Arabia,176,0.000005343337843
Canada,Saudi Arabia,277,0.000008409685128
Canada,Sudan,609,0.00001502467229
Canada,Sudan,802,0.00001978618584
Canada,Senegal,60,0.000003785353546
Canada,Senegal,238,0.00001501523573
Canada,Singapore,5,0.0000008909078048
Canada,Singapore,15,0.000002672723414
Canada,Solomon Islands,28,0.0000458008025
Canada,Sierra Leone,25,0.000003308098278
Canada,Sierra Leone,72,0.000009527323039
Canada,El Salvador,629,0.00009862253018
Canada,El Salvador,1354,0.0002122971476
Canada,San Marino,0,0
Canada,Somalia,948,0.00006430378301
Canada,Somalia,3035,0.000205867069
Canada,Saint-Pierre-et-Miquelon,0,
Canada,Serbia and Kosovo (S/RES/1244 (1999)),34,
Canada,Serbia and Kosovo (S/RES/1244 (1999)),288,
Canada,South Sudan,0,0
Canada,South Sudan,12,0.0000009542201739
Canada,Suriname,0,0
Canada,Suriname,8,0.00001419945261
Canada,Slovakia,665,
Canada,Slovakia,696,
Canada,Slovenia,9,0.000004354667332
Canada,Slovenia,0,0
Canada,Sweden,0,0
Canada,Swaziland,14,
Canada,Swaziland,141,
Canada,Seychelles,5,0.00005216865081
Canada,Syrian Arab Republic,806,0.00004411635596
Canada,Syrian Arab Republic,3095,0.0001694046175
Canada,Turks and Caicos Islands,0,0
Canada,Turks and Caicos Islands,0,0
Canada,Chad,303,0.00002033557866
Canada,Chad,427,0.00002865772966
Canada,Togo,47,0.000006027422979
Canada,Togo,110,0.00001410673463
Canada,Thailand,9,0.0000001303639081
Canada,Thailand,17,0.0000002462429375
Canada,Tajikistan,13,0.000001457179709
Canada,Tajikistan,44,0.000004931992863
Canada,Turkmenistan,8,0.000001389353213
Canada,Turkmenistan,13,0.000002257698971
Canada,Timor-Leste,0,0
Canada,Trinidad and Tobago,27,0.00001972062449
Canada,Trinidad and Tobago,135,0.00009860312243
Canada,Tunisia,67,0.000005809856239
Canada,Tunisia,189,0.00001638899745
Canada,Turkey,1778,0.00002201993386
Canada,Turkey,2833,0.00003508575513
Canada,United Rep. of Tanzania,73,
Canada,United Rep. of Tanzania,147,
Canada,Uganda,189,0.000004409401703
Canada,Uganda,541,0.00001262162075
Canada,Ukraine,432,0.000009636155068
Canada,Ukraine,1126,0.00002511645974
Canada,Uruguay,0,0
Canada,Uruguay,7,0.000002025023505
Canada,United States,1939,0.000005952980761
Canada,United States,48,0.0000001473662076
Canada,Uzbekistan,69,0.000002130471297
Canada,Uzbekistan,172,0.000005310740045
Canada,Saint Vincent and the Grenadines,109,
Canada,Saint Vincent and the Grenadines,1253,
Canada,Venezuela (Bolivarian Republic of),1059,
Canada,Venezuela (Bolivarian Republic of),1345,
Canada,VietNam,37,0.0000003872691039
Canada,VietNam,44,0.0000004605362316
Canada,Vanuatu,0,0
Canada,Stateless,207,
Canada,Stateless,307,
Canada,Stateless,3790,
Canada,Various/Unknown,48,
Canada,Various/Unknown,85,
Canada,Yemen,694,
Canada,Yemen,648,
Canada,South Africa,111,0.000001957079794
Canada,South Africa,58,0.000001022618271
Canada,Zambia,11,0.0000006434957497
Canada,Zambia,28,0.000001637989181
Canada,Zimbabwe,142,0.000008590491512
Canada,Zimbabwe,1146,0.00006932889628
Switzerland,Afghanistan,5620,0.0001581758285
Switzerland,Afghanistan,8151,0.0002294112417
Switzerland,Angola,42,0.000001410143965
Switzerland,Angola,774,0.00002598693878
Switzerland,Albania,54,0.00001879269465
Switzerland,Albania,86,0.0000299291063
Switzerland,Argentina,0,0
Switzerland,Armenia,104,0.00003548942995
Switzerland,Armenia,132,0.00004504427648
Switzerland,Austria,0,0
Switzerland,Azerbaijan,85,0.000008618566481
Switzerland,Azerbaijan,80,0.000008111591982
Switzerland,Burundi,33,0.000003037486728
Switzerland,Burundi,84,0.000007731784399
Switzerland,Benin,0,0
Switzerland,Benin,22,0.000001968558189
Switzerland,Burkina Faso,7,0.000000364709044
Switzerland,Burkina Faso,19,0.000000989924548
Switzerland,Bangladesh,19,0.0000001153824542
Switzerland,Bangladesh,62,0.0000003765111663
Switzerland,Bulgaria,8,0.000001130583688
Switzerland,Bulgaria,9,0.000001271906649
Switzerland,Bahrain,0,0
Switzerland,Bahrain,0,0
Switzerland,Bosnia and Herzegovina,23,0.000006558280157
Switzerland,Bosnia and Herzegovina,2026,0.000577698939
Switzerland,Belarus,21,0.000002208695424
Switzerland,Belarus,43,0.00000452256682
Switzerland,Bolivia,0,0
Switzerland,Brazil,0,0
Switzerland,Brazil,14,0.00000006689337852
Switzerland,Brunei Darussalam,0,0
Switzerland,Bhutan,0,0
Switzerland,Bhutan,0,0
Switzerland,Central African Republic,6,0.000001287807893
Switzerland,Central African Republic,13,0.000002790250436
Switzerland,Canada,0,0
Switzerland,Chile,12,0.0000006646459215
Switzerland,China,413,0.0000002978949001
Switzerland,China,2973,0.000002144410504
Switzerland,Cote d'Ivoire,69,0.000002840119779
Switzerland,Cote d'Ivoire,169,0.000006956235401
Switzerland,Cameroon,69,0.000002868578329
Switzerland,Cameroon,188,0.000007815836606
Switzerland,"Congo, Rep.",143,0.000001758052878
Switzerland,"Congo, Rep.",1288,0.00001583476998
Switzerland,"Congo, Rep.",5,0.00000006147038035
Switzerland,"Congo, Rep.",67,0.0000008237030967
Switzerland,Colombia,39,0.000000794853993
Switzerland,Colombia,254,0.00000517674139
Switzerland,Cabo Verde,0,0
Switzerland,Cuba,0,0
Switzerland,Cuba,40,0.000003482914043
Switzerland,Czech Republic,7,0.0000006609183763
Switzerland,Germany,0,0
Switzerland,Djibouti,7,0.000007314639205
Switzerland,Djibouti,14,0.00001462927841
Switzerland,Dominican Rep.,0,
Switzerland,Dominican Rep.,0,
Switzerland,Algeria,148,0.000003581961648
Switzerland,Algeria,160,0.000003872390971
Switzerland,Ecuador,7,0.000000421056228
Switzerland,"Egypt, Arab Rep., Arab Rep.",34,
Switzerland,"Egypt, Arab Rep., Arab Rep.",106,
Switzerland,Eritrea,4526,
Switzerland,Eritrea,30935,
Switzerland,Western Sahara,0,
Switzerland,Western Sahara,7,
Switzerland,Spain,0,0
Switzerland,Ethiopia,671,0.000006393067636
Switzerland,Ethiopia,1418,0.00001351023831
Switzerland,Finland,0,0
Switzerland,France,0,0
Switzerland,Gabon,0,0
Switzerland,Gabon,0,0
Switzerland,Georgia,254,0.00006833284012
Switzerland,Georgia,142,0.000038201824
Switzerland,Ghana,20,0.0000006936345057
Switzerland,Ghana,17,0.0000005895893299
Switzerland,Guinea,150,0.00001179507148
Switzerland,Guinea,154,0.00001210960672
Switzerland,Gambia,50,
Switzerland,Gambia,46,
Switzerland,Guinea-Bissau,16,0.000008596220994
Switzerland,Guinea-Bissau,60,0.00003223582873
Switzerland,Equatorial Guinea,0,0
Switzerland,Greece,0,0
Switzerland,Guatemala,0,0
Switzerland,Guatemala,6,0.0000003547461457
Switzerland,Honduras,0,0
Switzerland,Honduras,0,0
Switzerland,Croatia,0,0
Switzerland,Croatia,33,0.000007998642655
Switzerland,Haiti,0,0
Switzerland,Haiti,0,0
Switzerland,Hungary,7,0.0000007156639516
Switzerland,Indonesia,0,0
Switzerland,India,7,0.000000005227078762
Switzerland,India,39,0.00000002912229596
Switzerland,"Iran, Islamic Rep.",905,0.00001115043017
Switzerland,"Iran, Islamic Rep.",1637,0.00002016934164
Switzerland,Iraq,1394,0.0000364210036
Switzerland,Iraq,4015,0.0001048998059
Switzerland,Israel,0,0
Switzerland,Israel,0,0
Switzerland,Italy,5,0.0000000825744521
Switzerland,Jordan,10,0.000001030677816
Switzerland,Jordan,57,0.000005874863551
Switzerland,Kazakhstan,9,0.0000004989564603
Switzerland,Kazakhstan,12,0.0000006652752804
Switzerland,Kenya,0,0
Switzerland,Kenya,43,0.0000008651935492
Switzerland,Kyrgyzstan,7,
Switzerland,Kyrgyzstan,18,
Switzerland,Cambodia,0,0
Switzerland,Cambodia,322,0.00002011824404
Switzerland,Rep. of Korea,0,
Switzerland,Kuwait,8,0.000001933989085
Switzerland,Kuwait,0,0
Switzerland,Lao PDR,127,0.00001851808648
Switzerland,Lebanon,24,0.00000394583876
Switzerland,Lebanon,41,0.000006740807881
Switzerland,Liberia,9,0.000001901981992
Switzerland,Liberia,44,0.000009298578628
Switzerland,Libya,71,0.0000111379258
Switzerland,Libya,297,0.00004659104172
Switzerland,Sri Lanka,1833,0.00008547845551
Switzerland,Sri Lanka,5581,0.00026025928
Switzerland,Lithuania,0,0
Switzerland,Latvia,0,0
Switzerland,Morocco,101,0.000002825998515
Switzerland,Morocco,62,0.000001734771366
Switzerland,Rep. of Moldova,10,
Switzerland,Rep. of Moldova,7,
Switzerland,Madagascar,5,0.0000001955348063
Switzerland,Mexico,0,0
Switzerland,The former Yugoslav Republic of Macedonia,39,
Switzerland,The former Yugoslav Republic of Macedonia,188,
Switzerland,Mali,25,0.000001348291822
Switzerland,Mali,29,0.000001564018514
Switzerland,Myanmar,40,0.000000749476177
Switzerland,Montenegro,7,0.00001124550381
Switzerland,Montenegro,45,0.00007229252447
Switzerland,Mongolia,54,0.00001755728144
Switzerland,Mongolia,118,0.0000383659113
Switzerland,Mauritania,7,0.000001583644482
Switzerland,Mauritania,6,0.000001357409556
Switzerland,Mauritius,0,0
Switzerland,Malaysia,0,0
Switzerland,Malaysia,0,0
Switzerland,Niger,5,0.0000002328034169
Switzerland,Niger,11,0.0000005121675171
Switzerland,Nigeria,139,0.0000007281821272
Switzerland,Nigeria,185,0.0000009691632628
Switzerland,Nicaragua,0,0
Switzerland,Nicaragua,0,0
Switzerland,Nepal,11,0.0000003753625917
Switzerland,Nepal,19,0.0000006483535675
Switzerland,Pakistan,241,0.000001223251183
Switzerland,Pakistan,150,0.0000007613596574
Switzerland,Panama,0,0
Switzerland,Peru,8,0.0000002487137999
Switzerland,Philippines,6,0.00000005718746881
Switzerland,Philippines,6,0.00000005718746881
Switzerland,Poland,0,0
Switzerland,Dem. People's Rep. of Korea,0,
Switzerland,Dem. People's Rep. of Korea,0,
Switzerland,Portugal,0,0
Switzerland,Paraguay,0,0
Switzerland,Romania,0,0
Switzerland,Romania,20,0.000001021109447
Switzerland,Russian Federation,127,0.0000008789228785
Switzerland,Russian Federation,734,0.000005079758999
Switzerland,Rwanda,0,0
Switzerland,Rwanda,140,0.0000114675076
Switzerland,Saudi Arabia,13,0.0000003946783634
Switzerland,Saudi Arabia,0,0
Switzerland,Sudan,123,0.000003034539723
Switzerland,Sudan,277,0.000006833882141
Switzerland,Senegal,31,0.000001955765999
Switzerland,Senegal,42,0.000002649747482
Switzerland,Sierra Leone,13,0.000001720211104
Switzerland,Sierra Leone,34,0.000004499013657
Switzerland,El Salvador,10,0.000001567925758
Switzerland,El Salvador,5,0.000000783962879
Switzerland,Somalia,874,0.0000592842894
Switzerland,Somalia,4574,0.0003102589699
Switzerland,Serbia and Kosovo (S/RES/1244 (1999)),159,
Switzerland,Serbia and Kosovo (S/RES/1244 (1999)),2777,
Switzerland,South Sudan,0,0
Switzerland,South Sudan,7,0.0000005566284348
Switzerland,Slovakia,0,
Switzerland,Slovenia,0,0
Switzerland,Syrian Arab Republic,3192,0.000174713906
Switzerland,Syrian Arab Republic,13639,0.0007465297505
Switzerland,Chad,11,0.0000007382553308
Switzerland,Chad,49,0.000003288591928
Switzerland,Togo,22,0.000002821346926
Switzerland,Togo,669,0.00008579459517
Switzerland,Thailand,0,0
Switzerland,Tajikistan,8,0.000000896725975
Switzerland,Tajikistan,11,0.000001232998216
Switzerland,Turkmenistan,0,0
Switzerland,Turkmenistan,0,0
Switzerland,Tunisia,67,0.000005809856239
Switzerland,Tunisia,273,0.00002367299632
Switzerland,Turkey,932,0.00001154250751
Switzerland,Turkey,3440,0.00004260324662
Switzerland,United Rep. of Tanzania,0,
Switzerland,United Rep. of Tanzania,15,
Switzerland,Uganda,18,0.0000004199430193
Switzerland,Uganda,40,0.0000009332067096
Switzerland,Ukraine,84,0.000001873696819
Switzerland,Ukraine,42,0.0000009368484094
Switzerland,Uruguay,0,0
Switzerland,United States,0,0
Switzerland,Uzbekistan,12,0.0000003705167474
Switzerland,Uzbekistan,50,0.000001543819781
Switzerland,Venezuela (Bolivarian Republic of),19,
Switzerland,Venezuela (Bolivarian Republic of),5,
Switzerland,VietNam,996,0.00001042486561
Switzerland,Stateless,11,
Switzerland,Stateless,519,
Switzerland,Stateless,62,
Switzerland,Various/Unknown,352,
Switzerland,Various/Unknown,1527,
Switzerland,Yemen,47,
Switzerland,Yemen,339,
Switzerland,South Africa,0,0
Switzerland,South Africa,14,0.000000246838893
Switzerland,Zimbabwe,0,0
Switzerland,Zimbabwe,15,0.0000009074462864
Chile,Afghanistan,13,0.0000003658871479
Chile,Afghanistan,13,0.0000003658871479
Chile,Angola,8,0.0000002685988504
Chile,Albania,0,0
Chile,Argentina,0,0
Chile,Argentina,0,0
Chile,Bangladesh,5,0.00000003036380373
Chile,Belarus,0,0
Chile,Bolivia,22,0.000001990661986
Chile,Bolivia,0,0
Chile,Cameroon,0,0
Chile,Cameroon,0,0
Chile,"Congo, Rep.",6,0.00000007376445642
Chile,"Congo, Rep.",0,0
Chile,"Congo, Rep.",8,0.00000009835260856
Chile,Colombia,4765,0.00009711485324
Chile,Colombia,1117,0.00002276543359
Chile,Costa Rica,0,0
Chile,Cuba,1649,0.0001435831314
Chile,Cuba,18,0.000001567311319
Chile,Dominican Rep.,148,
Chile,Algeria,0,0
Chile,Ecuador,31,0.000001864677581
Chile,Ecuador,23,0.000001383470463
Chile,"Egypt, Arab Rep., Arab Rep.",0,
Chile,"Egypt, Arab Rep., Arab Rep.",0,
Chile,Spain,0,0
Chile,Ghana,9,0.0000003121355276
Chile,Guatemala,0,0
Chile,Honduras,5,0.0000005396615049
Chile,Haiti,32,0.000002914063626
Chile,Haiti,0,0
Chile,"Iran, Islamic Rep.",0,0
Chile,Iraq,5,0.0000001306348766
Chile,Iraq,0,0
Chile,Israel,0,0
Chile,Italy,0,0
Chile,Kenya,0,0
Chile,Rep. of Korea,5,
Chile,Lebanon,0,0
Chile,Sri Lanka,5,0.0000002331654542
Chile,Morocco,0,0
Chile,Mexico,0,0
Chile,Nicaragua,0,0
Chile,Pakistan,7,0.00000003553011735
Chile,Peru,22,0.0000006839629497
Chile,Peru,113,0.000003513082424
Chile,Poland,0,0
Chile,Paraguay,0,0
Chile,Palestinian,16,
Chile,Palestinian,11,
Chile,Russian Federation,12,0.00000008304783104
Chile,Senegal,0,0
Chile,Senegal,0,0
Chile,Sierra Leone,0,0
Chile,El Salvador,20,0.000003135851516
Chile,El Salvador,9,0.000001411133182
Chile,Somalia,0,0
Chile,Syrian Arab Republic,42,0.000002298867184
Chile,Syrian Arab Republic,85,0.000004652469301
Chile,Togo,0,0
Chile,Turkey,30,0.0000003715399414
Chile,Turkey,0,0
Chile,Ukraine,0,0
Chile,Ukraine,0,0
Chile,United States,0,0
Chile,Venezuela (Bolivarian Republic of),1586,
Chile,Venezuela (Bolivarian Republic of),84479,
Chile,Venezuela (Bolivarian Republic of),0,
Chile,Stateless,0,
Chile,Various/Unknown,2208,
Chile,Various/Unknown,433,
Chile,Yemen,5,
China,Afghanistan,18,0.0000005066129739
China,Afghanistan,8,0.0000002251613218
China,Angola,0,0
China,Burundi,7,0.0000006443153666
China,Burundi,5,0.0000004602252619
China,Benin,0,0
China,Bangladesh,0,0
China,Central African Republic,0,0
China,Cote d'Ivoire,12,0.0000004939338746
China,Cote d'Ivoire,0,0
China,Cameroon,103,0.000004282080694
China,Cameroon,0,0
China,"Congo, Rep.",15,0.000000184411141
China,"Congo, Rep.",5,0.00000006147038035
China,Colombia,0,0
China,"Egypt, Arab Rep., Arab Rep.",0,
China,Eritrea,0,
China,Eritrea,0,
China,Ghana,38,0.000001317905561
China,Ghana,0,0
China,Guinea,11,0.0000008649719089
China,Gambia,10,
China,Guinea-Bissau,0,0
China,Indonesia,0,0
China,"Iran, Islamic Rep.",0,0
China,Iraq,19,0.0000004964125311
China,Iraq,12,0.0000003135237039
China,Kenya,6,0.0000001207246813
China,Liberia,125,0.00002641641656
China,Libya,0,0
China,Sri Lanka,0,0
China,Mali,0,0
China,Mali,0,0
China,Mozambique,16,0.0000005392864445
China,Malaysia,0,0
China,Niger,0,0
China,Nigeria,54,0.0000002828908983
China,Nigeria,0,0
China,Pakistan,15,0.00000007613596574
China,Pakistan,18,0.00000009136315889
China,Philippines,0,0
China,Palestinian,6,
China,Palestinian,9,
China,Rwanda,9,0.0000007371969168
China,Sierra Leone,16,0.000002117182898
China,Somalia,20,0.000001356619895
China,Somalia,91,0.000006172620521
China,South Sudan,0,0
China,Syrian Arab Republic,32,0.000001751517854
China,Syrian Arab Republic,42,0.000002298867184
China,Togo,0,0
China,Turkey,15,0.0000001857699707
China,United Rep. of Tanzania,0,
China,Uganda,38,0.0000008865463741
China,Uganda,0,0
China,VietNam,321502,0.003365075444
China,Yemen,15,
China,Yemen,7,
China,South Africa,0,0
China,Zambia,0,0
China,Zimbabwe,84,0.000005081699204
China,Zimbabwe,0,0
Cote d'Ivoire,Angola,0,0
Cote d'Ivoire,Burundi,0,0
Cote d'Ivoire,Burundi,0,0
Cote d'Ivoire,Burundi,34,0.000003129531781
Cote d'Ivoire,Benin,0,0
Cote d'Ivoire,Benin,0,0
Cote d'Ivoire,Burkina Faso,6,0.000000312607752
Cote d'Ivoire,Belarus,0,0
Cote d'Ivoire,Central African Republic,118,0.00002532688857
Cote d'Ivoire,Central African Republic,332,0.00007125870344
Cote d'Ivoire,Cote d'Ivoire,20,0.0000008232231243
Cote d'Ivoire,Cote d'Ivoire,8304,0.0003418022412
Cote d'Ivoire,Cameroon,0,0
Cote d'Ivoire,"Congo, Rep.",41,0.0000005040571189
Cote d'Ivoire,"Congo, Rep.",0,0
Cote d'Ivoire,"Congo, Rep.",112,0.00000137693652
Cote d'Ivoire,"Congo, Rep.",9,0.0000001106466846
Cote d'Ivoire,"Congo, Rep.",51,0.0000006269978796
Cote d'Ivoire,Algeria,0,0
Cote d'Ivoire,"Egypt, Arab Rep., Arab Rep.",0,
Cote d'Ivoire,Eritrea,0,
Cote d'Ivoire,Ethiopia,0,0
Cote d'Ivoire,Ghana,0,0
Cote d'Ivoire,Guinea,11,0.0000008649719089
Cote d'Ivoire,Gambia,0,
Cote d'Ivoire,Equatorial Guinea,0,0
Cote d'Ivoire,Cambodia,0,0
Cote d'Ivoire,Liberia,75,0.00001584984993
Cote d'Ivoire,Liberia,145,0.00003064304321
Cote d'Ivoire,Liberia,907,0.0001916775185
Cote d'Ivoire,Sri Lanka,0,0
Cote d'Ivoire,Mali,19,0.000001024701785
Cote d'Ivoire,Mali,5,0.0000002696583644
Cote d'Ivoire,Mauritania,0,0
Cote d'Ivoire,Niger,0,0
Cote d'Ivoire,Nigeria,18,0.00000009429696611
Cote d'Ivoire,Nigeria,0,0
Cote d'Ivoire,Palestinian,0,
Cote d'Ivoire,Rwanda,0,0
Cote d'Ivoire,Rwanda,47,0.000003849806121
Cote d'Ivoire,Sudan,0,0
Cote d'Ivoire,Sudan,9,0.0000002220394919
Cote d'Ivoire,Senegal,0,0
Cote d'Ivoire,Sierra Leone,0,0
Cote d'Ivoire,Sierra Leone,0,0
Cote d'Ivoire,Somalia,0,0
Cote d'Ivoire,South Sudan,0,0
Cote d'Ivoire,Syrian Arab Republic,9,0.0000004926143966
Cote d'Ivoire,Syrian Arab Republic,12,0.0000006568191954
Cote d'Ivoire,Chad,5,0.0000003355706049
Cote d'Ivoire,Chad,0,0
Cote d'Ivoire,Togo,17,0.000002180131716
Cote d'Ivoire,Togo,15,0.000001923645632
Cote d'Ivoire,Turkey,20,0.0000002476932943
Cote d'Ivoire,United Rep. of Tanzania,0,
Cote d'Ivoire,Uganda,0,0
Cote d'Ivoire,VietNam,0,0
Cote d'Ivoire,VietNam,0,0
Cote d'Ivoire,Stateless,692000,
Cote d'Ivoire,Yemen,0,
Cote d'Ivoire,Yemen,0,
Cameroon,Angola,0,0
Cameroon,Angola,0,0
Cameroon,Burundi,29,0.000002669306519
Cameroon,Burundi,60,0.000005522703142
Cameroon,Burkina Faso,9,0.000000468911628
Cameroon,Central African Republic,4744,0.001018226774
Cameroon,Central African Republic,248843,0.05341032994
Cameroon,Cote d'Ivoire,79,0.000003251731341
Cameroon,Cote d'Ivoire,68,0.000002798958623
Cameroon,Cameroon,221695,0.009216659023
Cameroon,Cameroon,19,0.0000007898983804
Cameroon,Cameroon,33662,0.001399450488
Cameroon,Cameroon,0,0
Cameroon,"Congo, Rep.",143,0.000001758052878
Cameroon,"Congo, Rep.",0,0
Cameroon,"Congo, Rep.",523,0.000006429801785
Cameroon,"Congo, Rep.",18,0.0000002212933693
Cameroon,"Congo, Rep.",51,0.0000006269978796
Cameroon,Algeria,0,0
Cameroon,Eritrea,0,
Cameroon,Gabon,0,0
Cameroon,Gabon,0,0
Cameroon,Ghana,0,0
Cameroon,Ghana,0,0
Cameroon,Guinea,98,0.00000770611337
Cameroon,Guinea,11,0.0000008649719089
Cameroon,Gambia,0,
Cameroon,Guinea-Bissau,9,0.000004835374309
Cameroon,Equatorial Guinea,0,0
Cameroon,Equatorial Guinea,0,0
Cameroon,"Iran, Islamic Rep.",0,0
Cameroon,Cambodia,0,0
Cameroon,Liberia,9,0.000001901981992
Cameroon,Morocco,7,0.0000001958612832
Cameroon,Mali,53,0.000002858378663
Cameroon,Mali,0,0
Cameroon,Mauritania,0,0
Cameroon,Mauritania,0,0
Cameroon,Niger,0,0
Cameroon,Nigeria,9,0.00000004714848306
Cameroon,Nigeria,14,0.00000007334208476
Cameroon,Nigeria,85319,0.0004469623807
Cameroon,Pakistan,0,0
Cameroon,Rwanda,172,0.00001408865219
Cameroon,Rwanda,832,0.00006814975942
Cameroon,Sudan,27,0.0000006661184758
Cameroon,Sudan,79,0.000001949013318
Cameroon,Senegal,13,0.000000820159935
Cameroon,Sierra Leone,0,0
Cameroon,South Sudan,0,0
Cameroon,South Sudan,12,0.0000009542201739
Cameroon,Swaziland,0,
Cameroon,Syrian Arab Republic,9,0.0000004926143966
Cameroon,Syrian Arab Republic,15,0.0000008210239943
Cameroon,Chad,326,0.00002187920344
Cameroon,Chad,5,0.0000003355706049
Cameroon,Chad,1521,0.000102080578
Cameroon,Togo,0,0
Cameroon,Togo,17,0.000002180131716
Cameroon,Turkey,15,0.0000001857699707
Cameroon,United Rep. of Tanzania,0,
Cameroon,Uganda,0,0
"Congo, Rep.",Angola,13,0.0000004364731319
"Congo, Rep.",Angola,494,0.00001658597901
"Congo, Rep.",Burundi,225,0.00002071013678
"Congo, Rep.",Burundi,44450,0.004091402578
"Congo, Rep.",Central African Republic,180,0.0000386342368
"Congo, Rep.",Central African Republic,181917,0.03904569142
"Congo, Rep.",Cote d'Ivoire,7,0.0000002881280935
"Congo, Rep.",Cote d'Ivoire,7,0.0000002881280935
"Congo, Rep.",Cameroon,17,0.0000007067511825
"Congo, Rep.",Cameroon,0,0
"Congo, Rep.","Congo, Rep.",4351376,0.05349614755
"Congo, Rep.","Congo, Rep.",255635,0.003142796136
"Congo, Rep.","Congo, Rep.",28,0.00000034423413
"Congo, Rep.","Congo, Rep.",29,0.000000356528206
"Congo, Rep.","Congo, Rep.",661,0.000008126384282
"Congo, Rep.",Eritrea,0,
"Congo, Rep.",Gabon,0,0
"Congo, Rep.",Jordan,0,0
"Congo, Rep.",Kenya,0,0
"Congo, Rep.",Liberia,19,0.000004015295317
"Congo, Rep.",Liberia,0,0
"Congo, Rep.",Mali,15,0.0000008089750933
"Congo, Rep.",Nigeria,0,0
"Congo, Rep.",Nepal,0,0
"Congo, Rep.",Palestinian,0,
"Congo, Rep.",Rwanda,181,0.00001482584911
"Congo, Rep.",Rwanda,220377,0.01805124944
"Congo, Rep.",Sudan,151,0.000003725329254
"Congo, Rep.",Sierra Leone,0,0
"Congo, Rep.",Sierra Leone,0,0
"Congo, Rep.",Somalia,48,0.000003255887747
"Congo, Rep.",Somalia,14,0.0000009496339263
"Congo, Rep.",South Sudan,17,0.000001351811913
"Congo, Rep.",South Sudan,88970,0.007074747406
